,title,text,location
0,Fishermen protest against assault,"NAGERCOIL: Around 25,000 fishermen in 44 coastal hamlets of Kanyakumari district in Tamil Nadu observed bandh on Tuesday protesting against the alleged assault on district fishermen at Kochi in Kerala recently.

About one lakh catamaran and mechanised boat fishermen from Arokiapuram upto Neerodi did not venture into the sea for fishing. Shops and commercial establishments also remained closed in coastal villages.

Buses did not ply in these villages. Police bandobust was provided in front of the collectorate here and in the villages.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NAGERCOIL
1,IT bosses seek assurance on rally trouble,"KOLKATA: The state government may have obtained a stay on Justice Amitava Lalaâ€™s order restricting rallies on weekdays, but political processions continue to rankle businessmen.

On Monday, state information technology secretary G.D. Gautama and senior Webel officials had a taste of investorsâ€™ discomfiture with frequent bandhs and rallies at a meeting called to discuss ways to make West Bengal an IT powerhouse.

Gautama had to spend the major part of the one-and-ahalf hour meeting at Webel Bhavan explaining that the government was conscious of the special needs of the IT industry and was taking steps to ensure that these units could operate unhindered 365 days a year. Conferring â€˜public utility statusâ€™ to IT and ITenabled services (ITES) firms showed the governmentâ€™s seriousness to prevent disruption of work at the Salt Lake electronics complex, he explained.

â€œWe will provide special laminated stickers to vehicles carrying employees of IT companies on bandh days so that your work doesnâ€™t suffer,â€� Gautama said. So how bad does it really get for these companies on bandh days? BNKeSolutions executive director Nirmal Bagaria said he had to ferry employees in ambulances to the workplace.

â€œBut this did not work for long because once the agitators got wind of the practice, some of them came and damaged the vehicles, threatening the security of our staff,â€� he said. None of those present, however, expressed any doubt about the stateâ€™s tremendous potential in the IT arena.

â€œWe are sure West Bengal has all it takes to emerge as one of the top three states in IT by 2010,â€� Convergence Contact Center director Rahul Todi said. The state had urged Reliance, Bharti, BSNL and VSNL to improve connectivity at Salt Lake, Gautama informed. Talks were also on with the state urban development department to increase the built-up area at Salt Lake, he added. Software exports from West Bengal were Rs 1,200 crore last year.



FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",KOLKATA
2,MIM ready to face polls: Asad,"HYDERABAD: The Majlis-e-Itehad-ul-Muslimeen (MIM) eager to go to polls at short notice and prepared to face the electorate.

The party is confident of winning seats outside the twin cities. MIM floor leader Asaduddin Owaisi, in an interview with The Times of India on Tuesday, said that the ruling TDP was not riding any sympathy wave after Alipiri incident.

â€œOur party has geared up for polls since Karwan byelection. The MIM has chalked out a strategy for elections to win some seats outside the twin cities and regain the Assembly constituencies like Asif Nagar which we lost in last elections,â€� he said.

Owaisi was non-committal on his party alliance with the Congress saying that it was too early to speak about alliance.

The minorities, including some middle class people who used to vote for TDP, are doubting the secular credentials of chief minister N Chandrababu Naidu for continuing his support to BJP led NDA government at centre even after Gujarat carnage, the MIM leader said.

Replying to a question on the impact of Telengana movement on polls, he said:â€� Yes it would have. There is a breach of six point formula and underdevelopment in Telangana region. It is not required for political party to include this in manifesto to make it a poll issue.â€�

When pointed that MBT, a break away group of MIM, expressed readiness for talks with MIM on polls, he said,â€� two diametrically opposite things cannot take place. On one hand, it levelled baseless allegations against our MLA. On the other hand, it is ready for talks.â€�

When asked about allegations that his family was dominating the MIM party, he said that there was no dictatorship and people had elected him and his brother Akbaruddin Owaisi but not MIM workers. Replying to a question on his joining national politics, he said, â€œthe party president would decide which election I should contest and from where should I contest.â€�

Referring to the development of Old City, he doubted the governmentâ€™s commitment on the issue. He alleged that development in Old City was not on par with other parts of the state capital.

â€œHardly Rs 1.20 crore budget is allocated to Quli Qutub Shah Urban Development Authority, of which Rs 75 lakh is spent on salaries of the staff. The government had failed to keep up its promise, given during National Games, that it would allocate Rs 1 crore to develop Quli Qutub Shah stadium,â€� he said.

About promotion of Urdu language, Owaisi said, â€œYou donâ€™t find a person even at Chief Minister Office to take a petition in Urdu language leave alone district administration,â€� he said.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",HYDERABAD
3,Crackers pack more bang than allowed by law,"MUMBAI: An aircraft takes off at 125 decibelsâ€”the noise level that the government has set as the limit for firecrackers. But many firecracker manufacturers blatantly flout even this restriction, according to a survey by the Bombay Environmental Action Group (BEAG).

The average level of noise emanated by firecrackers tested by the group earlier this month by the was 138 decibels, members of the group said.

The group collected samples of four kinds of firecrackers, including the chain bomb.

â€œThe sound generated by them was considerably in excess of the permissible limit,â€™â€™ said Sumaira Abdulali of BEAG, adding that all the samples were manufactured in the state.

The samples were collected on October 7 from shops in Mohammed Ali Road and tested on October 8 and October 9. The findings have been sent to the police and other officials concerned. â€œNone of the firecracker boxes carried the decibel level of the crackers,â€™â€™ she said.

On Tuesday, the group tested crackers that had the decibel level mentioned on the boxes. â€œEven the low-decibel â€˜lightbasedâ€™ crackers emanated a sound of 75 to 110 decibels,â€™â€™Ms Abdulali said.

However, Natubhai Mehta, the vice president of Federation of All India Fireworks Association, maintained that all manufacturers were abiding by the decibel level set by the government.

The noise generated by the chain cracker has been reduced from 130-odd decibels in the past to 105 decibels now, he said. Earlier, there were 20,000 crackers in one chain, but now manufacturers add only 10,000, he said.

â€œIf the chemical mixture in these crackers was two grams earlier, it is now just one gram,â€™â€™ he said. â€œBefore the Supreme Court order, the decibel level of bombs was 130 to 150, now it is 113 to 115.â€™â€™

But R.M Kulkarni, the regional officer of the Maharashtra Pollution Control Board,wasnâ€™t sure how manufacturers were reducing the sound level of their crackers. He added that even for a city like Mumbai, where citizens are routinely exposed to 60-decibel level sound, 125 was too harsh.

Anti-noise activist Yashwant Oke said that a small child exposed to this noise level may go permanently deaf. He added that a few years ago the Calcutta high court in a ruling set the decibel level of firecrackers at 65, which is ideal.

Activists allege that the Rs 700-crore strong firecracker lobby managed to get a higher limit set.

Some manufacturers are following the directives issued by the Department of Explosives banning the manufacture, sale or use of crackers generating noise level exceeding 125 decibels, activists say. But it is the illegal cracker industry that is flouting the limit most, they add.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",MUMBAI
4,Metro seals off section selling farm produce,"BANGALORE: Metro Cash & Carry has sealed off the section designated for agricultural products at its distribution centre in Yeshwantpur. The firm said it would not be selling vegetables, fruits and cereals as permission for the same had not been received as yet.

The Karnataka government on Tuesday said the German multinational does not have a permit to sell 119 agriculture products at wholesale prices.

APMC minister Basavaraj Patil (Sasnur) told reporters: â€œUnder the APMC Act, they cannot sell at wholesale prices any of the 119 products, including rice and other foodgrains. They can only sell them at retail prices.â€™â€™

As per the Act, wholesalers of agricultural products are allowed to operate only out of designated yards. Metroâ€™s Yeshwantpur facility is not within an APMC designated area and hence cannot sell agricultural products.

Patil said Metro has not approached the government for a wholesale permit. â€œWe will have to take legal action against them if it is selling these products at wholesale prices. I will hold discussions with them within two days to find out the actual situation,â€™â€™ he added.

Metro Cash & Carry India managing director Harsh Bahadur said the company was expecting the necessary permission to come through before the launch of the facility but that this had not happened. He said he was still hopeful about an early resolution of the issue.

However, supporting the contention of wholesale traders, the minister said APMC Act would have to be amended if Metro is to be permitted to sell at wholesale prices.â€œPresently, they can stock only up to 60 quintals of any one product and a total of 100 quintals of all agriculture products,â€™â€™ he maintained.

The interests of traders at APMC yard would be protected. â€œIf Metro wants to, it can operate out of the yard. But they should not harm its interests,â€™â€™ he declared.

The company, meanwhile, claims to have already made substantial investments in improving the quality of agricultural produce, as also in transporting, grading and packaging these. Globally, about 8 to 10 per cent of Metroâ€™s revenues comes from fruits and vegetables.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",BANGALORE
5,City blessed with 4 cm bonus rain,"HYDERABAD: The city continued to receive bonus showers from the rain gods on Tuesday with 4 cm pouring down by evening.

As on Monday, streets in several localities â€” Nallakunta, Basheerbagh, Moazam Jahi Market, Ameerpet, Old MLA Quarters, Hyderguda, Lakdi-ka-Pul â€” were waterlogged.

The chief minister called a meeting and sent out instructions to MCH, Huda and traffic police to be alert â€” especially with the Afro-Asian Games approaching â€” to waterlogging and traffic jams.

The northwest monsoon in concert with a low pressure area over the Bay of Bengal brought copious rain to several parts of Telangana, Rayalaseema, and south Andhra with Nellore receiving 13 cm.

Meteorological department director C V V Bhadram said the low pressure was still stationary and forecast widespread rainfall over south Telangana, south coastal Andhra and Rayalaseema in the next 24 hours.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",HYDERABAD
6,"India, Romania talk trade, investment","NEW DELHI: India and Romania have decided to strengthen bilateral trade and investment relations.

Commerce minister Arun Jaitley and Romanian minister of economy and commerce Dan Loan Popescu on Monday stressed there was ample scope for increasing trade in traditional items such as drugs and pharmaceuticals, iron and steel, chemicals etc. There was also room to include niche products.

They were speaking at the the India-Romania joint committee and joint business council meetings here. Popescu expressed his countryâ€™s desire to strengthen cooperation with India in IT and invited Indian companies to invest in Romania.



FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
7,Uttaranchal minister will fight it out,"DEHRA DUN: Former Uttranchal minister Harak Singh Rawat said on Tuesday that he would file a defamation lawsuit against those who linked his name with a single mother named Jaini in June this year.

â€˜â€˜That one single act by my opponents has ruined me, but I will do everything possible to defend my honour,â€™â€™ Rawat told Times News Network. Rawat said that first he would try to identify those who were behind his â€˜â€˜image tarnishing gameâ€™â€™ and then proceed further.

The DNA test of Rawatâ€™s blood sample has turned out positive. He had to resign from his post following allegations by 24-year-old Jaini from Assam that he was the father of her child. â€˜â€˜I am not very keen on returning to ministerial birth now, but if chief minister deems fit, I might consider,â€™â€™ he said.

Rawatâ€™s stance is likely to further cause a rift in the party. While Rawat is still awaiting the final verdict in his case, internal dissensions in the state unit of the party do not seem to end. Fed up with continued intra-party strife, chief minister N D Tiwari has had to accomodate as many as eleven MLAs in his cabinet.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",DEHRA DUN
8,BJP in fix over Rasne's role in riot,"PUNE: The BJP on Tuesday convened a press conference to condemn the attack by stall owners on the office and home of its leaders. However, city BJP chief Anil Shirole and MP Pradeep Rawat had a tough time explaining the role of its own corporator, Hemant Rasne, in Tuesdayâ€™s rioting.

When the violence began at the Phule market (Mandai) against a civic squad, which had come to evict illegal firework stall owners, Rasne allegedly instigated the stall owners. Shirole and Rawat had a tough time explaining to reporters why the party had not taken any action against Rasne.

â€œThe police are investigating the case and will find out who are guilty for the attack on the civic staff and officers. I have told them to book the accused, irrespective of political affiliations,â€� Rawat said.

Shirole claimed that Rasne has conveyed to the party that he was being falsely implicated in the case. â€œRasne had only urged the civic staff that they should give the stall owners some time to remove the stalls. He categorically told us that at no stage had he instigated the stall owners to attack officials,â€� Shirole said.

The PMC Employeesâ€™ Union and the PMCâ€™s Engineersâ€™ Association, however, have no doubts about Rasneâ€™s involvement in the assault on Molak. The union, in its official release, alleged that the rioting mob was about to set zonal commissioner Dnyaneshwar Molak on fire by pouring kerosene on him. But he was saved by local residents. The police, however, have not confirmed this version.

Union leader Mukta Manohar has warned that the civic staff will resort to an indefinite strike if Rasne was not arrested by 11 am on Wednesday. Interestingly, former Congress corporator Sagre, who has been arrested, also told reporters that he was being falsely implicated in the case. â€œI was only acting as a mediator between the stall owners and the PMC officers because many of the stall owners were from my former constituency,â€� he said.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PUNE
9,Health minister 'pleasantly surprised',"LUCKNOW: Here was a VVIP who posed as a commoner and, luckily enough, got all the right attention.

Health minister Rajveer Singh on Tuesday paid a surprise visit to Jhalkari Bai, Shyama Prasad Mukherjee, Dufferin and Balrampur hospitals incognito and could succeed in getting all the facilities he demanded without any hitch.

The demands included calling for an ambulance for emergency duty in Jhalkari Bai which promptly arrived at the ministerâ€™s call. The minister put up the same demand at the civil and Balrampur hospitals and the demand was promptly obliged. However, at Dufferin. the ambulance was not available. Singh was told that the driver had gone on leave and the ambulance service was temporarily withdrawn.

In fact, Dufferin was obviously caught on the wrong foot as the minister found the premises dirty and unhygienic and, upon inquiry, was told that fourth class employees were on leave. The minister, thereupon, issued a terse warning to the staff.

Singh also checked the duty registers, stock of medicines and took their samples, too. He also interacted with physicians and discussed their problems freely. He assured them that the government would take their problems seriously and would make all possible efforts to sort them out in amicable way.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",LUCKNOW
