,title,text,location
0,Mazdoor Samata wants to join govt,"DHANBAD: The Jharkhand State Mazdoor Samata has sought its participation in the state''s coalition government.

Speaking at a conference of Mazdoor Samata, organised on the occasion of May Day here, the organisation''s state president K B Sahay expressed his resentment over the neglect of workers in the coalition government in the state. Sahay was also critical of the Babulal Marandi government''s labour and employment policy.

Noting large-scale unemployment in the face of new economic and industrial policy, the labour leader underlined the need for a labour and employment policy which could ensure employment. He said that due to lapses of the labour department, the labourers of Jharkhand were being exploited. Sahay also expressed his anguish over the constant neglect of party workers by the government, large-scale corruption and bureaucrats'' rule in the state.

State president of Samata Party and excise minister Ramesh Singh Munda, while speaking on the occasion, assured the party workers and members of Mazdoor Samata that there would be no compromise on their honour and prestige. He asked the partymen to widen the base of the party by launching membership drive.

State Samata general secretary and minister of state for public health and engineering department Jaleshwar Mahto pledged to solve the perennial water problem in the Jharia coalfield. The government has, in fact, launched a campaign to develop infrastructure facilities in Jharkhand, he said.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",DHANBAD
1,Mulayam lambasts Mayawati govt,"SAHARSA: Samajwadi Party president Mulayam Singh Yadav has welcomed the Supreme Court verdict making it compulsory for a candidate to declare details of his criminal record before filing his nomination papers but has expressed reservations about the credibility of police records in this regard.

While talking to newsmen here before leaving for Madhepura, Yadav said that Samajwadi Party had taken the initiative to curb criminalisation of politics in the country and the Supreme Court has only vindicated his party''s stand. The only new thing that the SC has added is that the candidates will have to declare their assets too, which he supported whole-heartedly.

Mulayam Singh Yadav, who reached here by a special plane from Lucknow to attend the marriage of his party worker''s sister at Madhepura, claimed that a political worker could not be branded a criminal only because his name figured in police record. The ultimate decision has to be given by the people''s court.

The Samajwadi Party chief dubbed the BSP-BJP coalition government in UP as an opportunistic alliance devoid of any political ethics, and said that cracks would surface soon as not less than two dozen alleged mafia dons, who have been elected, would start demanding their pound of flesh in the government. The most damaging part of this coalition government is that the credibility of politicians had suffered immensely in the eyes of the electorate.

Although he supported his party general secretary Amar Singh''s allegations that the Congress alone was responsible for the formation of the BSP-BJP government in Uttar Pradesh, Mulayam vowed to expose all those responsible for this unholy alliance. Their only aim was to keep the Samajwadi Party away from power as it was the lone party they were afraid of in Delhi.

Referring to the BJP government''s support to the opposition-sponsored motion on Gujarat riots in the Rajya Sabha, Mulayam Singh Yadav said it was merely a face-saving device for the government as it knew well that the opposition was in majority there. He castigated Prime Minister Vajpayee for his silence on the removal of Gujarat chief minister Narendra Modi and said the Prime Minister had sent a wrong message to the country that the protection of a state government was more important for him than the country itself.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",SAHARSA
2,Govt yet to make rules on plastic bags,"NEW DELHI: The Delhi state government has banned the manufacture and use of coloured plastic bags, without even formulating the rules to prosecute defaulters.

So when the state environment department recently found 20 factories manufacturing the banned bags, it had little clue on what action to take.

It has been six months since the state government banned the manufacture and use of coloured plastic bags, thinner than 20 microns, under its much-publicised Delhi Plastic Bags (Manufacture, Sale and Usage) and Non-Bio-Degradable Garbage (Control) Act.

However, due to an absence of rules on enforcement and prosecution, the environment department is yet to act on the ban. Environment minister Deep Chand Bandhu said the rules for the Act have been formulated, but require lt-governor Vijai Kapoorâ€™s assent.

""Action will be taken against the defaulters after the rules for prosecution are notified. The complete ban on plastic bags would come into force as soon as the L-G gives his approval,"" he said.

While the environment department has to notify the rules, the prosecution and fine for going against the ban has been stipulated in the Plastic Act.

Any person violating the Act is liable to imprisonment, from three months to one year, or a fine of Rs 25,000.

Besides the ban, the Plastic Act also makes segregation of non-biodegradable waste mandatory for all Delhiites and civic agencies.

The Act also has a provision for punitive action on individuals who are caught throwing garbage and polybags in public places.

Bandhu said the officials responsible for enforcing the ban have been identified. The state government has entrusted the task to sub-divisional magistrates (SDMs).

The raiding teams would be led by SDMs and accompanied by the police. According to the Act, civic bodies would be responsible for ensuring segregation of waste.

Bandhu said the Delhi municipal corporation (MCD), New Delhi Municipal Council (NDMC) and Delhi Cantonment Board (DCB) are also waiting for the government rules.

The Act also says that the MCD, NDMC, DCB and public works department (PWD) would be responsible for enforcing the ban on littering.

The Act gives powers to assistant engineers to impose fines. Each agency will be responsible for enforcing the ban in areas under its jurisdiction. The PWD would be responsible for manning its roads and open drains.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
3,Court commissioner to check land rules violation,"MUMBAI:The co-operative court has appointed a court commissioner to inspect the alleged violation of development control rules by some members of New Sagar Darshan Cooperative Housing Society on Bhulabhai Desai Road.

The dispute, taken to court by Ardesher Mehta and a few other members of the society against another member, Rajnikant Choksi and six others, alleges conversion of a garden into a car park, giving out garage space for shops and plans to put up an unauthorised hoarding in the compound.

On April 5, the judge, Mr A B Nargude, appointed advocate, S M Nadgauda, as court commissioner and directed him to inspect the premises and take photographs to ascertain the truth.

The inspection took place on April 21 and the court commissioner is expected to submit the report by May 6.

Mr Mehta, who is the chairperson of the society, alleges in his suit that the garden at the entrance of the two buildings of the society was demolished and converted into a car park.

This amounted to a violation of mandatory provisions made under the Bombay Municipal Corporation Act 1888 for providing playgrounds and gardens.

The opponents have claimed that there was no garden. In their reply, they have claimed there was only a tree, which was cut after taking the Brihanmumbai Municipal Corporationâ€™s permission and the approval of the societyâ€™s general body.

The suit has further alleged that five garages in the buildings have been converted into shops in gross violation of FSI and development control rules.

In response to this, the opponents have said that only two of the garages have been converted in this manner and this was done many years ago.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",MUMBAI
4,"Vikas, Vishal seek time to engage lawyers","GHAZIABAD: Vikas and Vishal Yadav, accused of abducting and killing Nitish Katara, on Friday sought time to engage lawyers to defend them during the framing of charges.

The case came up before Ghaziabad district judge R P Mishra, who adjourned the hearing to May 17.

On April 19, the prosecution had filed the charge-sheet in the court of chief judicial magistrate Rajiv Kumar.

Kumar had committed the case to sessions, directing both parties to appear before the district judge.

Vikas and Vishal Yadav, son and nephew respectively of Rajya Sabha member D P Yadav, had allegedly abducted Katara (28) from a Ghaziabad banquet hall shortly after midnight on February 16, and then murdered him.

On Friday, the two accused were brought to court in a separate vehicle. This followed repeated claims by them that they might be attacked if they travelled in the jail buses with other undertrials.

Vikas appeared in court in a white kurta and pyjama, while Vishal wore a white shirt and grey jeans. Neither had shaved for several days.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",GHAZIABAD
5,SC notice to Gujarat govt,"NEW DELHI: The Supreme Court on Friday issued notices to the Gujarat government, its home secretary and its director general of police on a petition seeking a CBI probe into the unabated carnage starting from the Godhra massacre in which about 1,000 persons, including women and children, have been killed. A Bench of Chief Justice S P Bharucha, Chief Justice-designate Justice B N Kirpal and Justice Shivaraj V Patil ordered listing of the petition by 15 social activists along with a PIL filed by Mallika Sarabhai.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
6,To say ‘go and die’ is not abetment to suicide: SC,"NEW DELHI: The Supreme Court on Friday quashed the chargesheet against the brother-in-law of a person who committed suicide on being told by him to â€˜â€˜go and dieâ€™â€™ and was thus charged with abetment to suicide. The deceased, who was known to be a drunkard, had committed suicide after two days of the prick when he had gone to get back his estranged wife.

â€˜â€˜To say â€˜Go and dieâ€™ itself does not constitute the ingredient of instigationâ€™â€™, the court said, adding â€˜â€˜it is common knowledge that the words uttered in a quarrel or on a spur of moment cannot be taken to be uttered with mens rea (motive)â€™â€™.

A Bench comprising Justice M B Shah and Justice H K Sema said, â€˜â€˜Such words are uttered in a fit of anger and emotionâ€™â€™.

Taking note of the statement by the deceasedâ€™s wife that he was jobless, quarrelsome and always in a drunken state, the Bench said, â€˜â€˜It is a common knowledge that excessive drinking leads one to debauchery.

It clearly appeared, therefore, that the deceased was a victim of his own conduct unconnected with the quarrel that had ensued on July 25, 1998, when the petitioner is stated to have used abusive languageâ€™â€™.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
7,Collector warns aqua farmers,"ELURU: West Godavari district collector Poonam Malakondaiah warned aqua farmers of stern action if they use drinking water for fish cultivation.

Speaking while reviewing Neeru Meeru and Food-for-Work (FFW) programmes in Eluru on Friday, she said that the drinking water tanks were getting polluted because of fish cultivation. Recently, several people in Ponangi village were hospitalised after drinking water from the village tank.

She asked mandal revenue officers (MROs) to keep a vigil on the drinking water problems of the rural areas. The collector asked MROs to hold a meeting every Saturday with the village secretaries to review the situation and ensure required quantum of drinking water.

The collector while reviewing the three phases of Neeru Meeru programme, asked the officials to submit proposals for technical sanction for the works to be taken up in the fourth round of the programme. She said that the works under the programme had to be grounded by the end of this month.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",ELURU
8,Graduate constituency polls pass off peacefully,"ALLAHABAD: The election for the Allahabad-Jhansi graduate constituency was held peacefully amidst tight police bandobast on Thursday with a 42 per cent turnout.

The polling started at 8.00 a.m. and closed at 5.00 p.m. Except for a few polling centres including the Colonelganj Inter College where the turn out of voters was quite heavy, other centres witnessed a very low turn out where supporters of various candidates were seen waiting for the voters.

At most of the polling centres workers of various candidates were seen ferrying voters in vehicles provided by the candidates. However at some of the centres, supporters of candidates outnumbered voters.

The entire district was divided into 11 zones and 30 sectors for the smooth and peaceful conduct of polling. The city was divided into 4 zones and 7 sectors while the rural areas were divided into 7 zones and 23 sectors. There were 45 polling centres having 119 booths in the entire district.

Zonal and sector magistrates along with police force were seen moving in their respective areas to ward off any untoward incident while the voting was in progress. While voters enthusiasm remained low in city areas, it was quite high especially in areas where students comunity is in majority and it was this particu lar section which was seen crowding polling centres like those situated at Tagore Town, Katra, Mumfordganj, Kareli, Teliarganj etc.

The Allahabad-Jhansi Graduate constituency comprises 10 districts .

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",ALLAHABAD
9,11-member fake naxal gang arrested,"WARANGAL: The district police arrested a fake naxalite gang operating in the Dharmasagar police station limits of Station Ghanpur segment on Friday. The arrested include five surrendered naxalites and six unemployed youths from the area.

A former member of the Peopleâ€™s War (PW), M Sammaiah alias Kiran, was identified as the leader of the gang, while Yadagiri, Thota Sandhya, Mohd Mahabub, Mallesh, Jagadeeshwar Rao, Bhikshapathi, Rajarapu Ankith, N Parashuramulu, Ravi and Rakesh were the other members of the fake naxalite gang.

The arrested persons were presented before the media by Station Ghanpur CI Surender Reddy in Dharmasagar. An airgun and two toy pistols were seized from the arrested persons.

Detailing the modus operandi of the gang, the circle inspector said the gang was extorting money from contractors and landlords in many rural areas.

Two contractors, expediting works in Dharmsagar area, were reportedly threatened by the gang. Following a complaint by the victims, the police party arrested the gang members.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",WARANGAL
