,title,text,location
0,Human foetus display: nobody knows the law,"KOLKATA: Ray Chand Khatua or his brother Panchu does not know that exhibiting human foetus was illegal. No one has ever told them so â€” neither the police nor people at the nursing home from where they buy these regularly to display at fairs all over the state.

The duo has two offices by the name of R.S. Enterprises in the city, one in Bhowanipore and another at Beadon Street. From the Kasba Maidan, their next destination is Haridebpur Rathtala where they are currently exhibiting human foetus in a fair. No one has stopped them. â€œWe have taken permission from the police and the fair organisers,â€� they claimed.

â€œEverything is peaceful here. There is no complaint from the fair organisers or locals about the display. Anyway, you will have to go to the SP for any further details,â€� said Kasba police station additional IC G.M. Jamadar. Health officials admit they can do little.

â€œEven if there is a law, it will be up to the police to enforce it,â€� claimed director of health services Prabhakar Chatterjee. There is already growing concern over the illegal embryo trade. The National Guidelines for Accreditation, Supervision and Regulation of ART Clinics in India, 2003, prepared by a 20-member committee chaired by Dr Baidyanath Chakravarty has observed, â€œThere can be no further insult to human dignity than human embryos being exported.â€�

A Bill drafted on the basis of the guidelines is soon going to be introduced in Parliament. It says, â€œWith no ban on the use of 14-day-old em-bryos as well as a large number of unregulated clinics offering in-vitro fertilisation, India possesses the right ingredients to become an embryo surplus nation.â€�



FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",KOLKATA
1,State council of ministers accepts power reforms,"CHANDIGARH: The Punjab council of ministers has accepted in principle the recommendations of the expert group on power sector reforms.

In its meeting held here on Tuesday, the council of ministers after going over the report of the expert group said that the transitional costs of power sector reforms, and the funding by World Bank and multilateral agencies, must be worked out separately and placed before the cabinet for approval. The power sector reforms are on the lines of the Central Electricity Act, 2003, which was enacted recently in Parliament.

The reforms will also include improvements proposed under the Punjab Electricity Bill, 2003, which was introduced in the Punjab Vidhan Sabha in the last budget session. The power reforms are aimed at providing adequate and quality power at the right price to consumers in the state and unbundling as well as restructuring of the Punjab State Electricity Board (PSEB). The reforms will also create an environment for healthy competition aimed at cutting costs and improving the quality of power supply.

Other than this, the council of ministers also approved a major move for improving the infrastructure of roads and bridges by validating the concession agreement for collection of toll tax and maintenance of the newly improved Ropar-Phagwara road as well as the highlevel river bridge on the Satluj connecting the Jagroan-Nakodar road. The rates of toll tax would be Rs 10 for cars, Rs 15 for buses and trucks including Rs 20 for multi-axle vehicles.

The rates would be increased by Rs 5 each in 2005 and 2007. It was also decided to levy a concessional rate of sales tax at the rate of one per cent on non-conventional renewable energy devices from April 1, 2002, to March 31, 2003, on solar cookers, solar heating panels, bio-gas plants, photo-voltaic cells and panels including wind mills.



FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",CHANDIGARH
2,Cong policy creating mess?,"PATHANKOT: The change in Raman Bhallaâ€™s portfolio from PSIDC chairman to PSEB administrative member and the â€˜â€˜open letterâ€™â€™ of Fatehgarh Churian MLA Sukhjinder Singh Randhawa to chief minister Amarinder Singh casting aspersions on his style of working, have raised questions over the Congress governmentâ€™s policies.

While Randhawa in his letter had also refused to accept the chairmanship of Punsup, Bhalla, a PSIDC defaulter, was first appointed as PSIDC chairman and then shifted to PSEB administrative post. The BJP leaders say that both the incidents speak of the â€˜â€˜messâ€™â€™ in the Congress government. They say that Amarinder Singhâ€™s policy to â€˜â€˜appease his MLAs and party membersâ€™ has also proved futile.

Former BJP ministers Satyapal Saini and Mohal Lal said the Congress government, which had been accusing the Badal government of creating fiscal mess, was infact doing the same. They said that questions raised by Randhawa in his letter had vindicated the stand of BJP government that Congress had not been following any agenda and was adopting anti-people policies.

They said the incidents also reflected on the decision making capacities of the CM and were indicative that dissidence within the Congress against Amarinder would grow. Sources in the Congress, however, said that Randhawaâ€™s letter was nothing but an unruly act. â€˜â€˜This is just a lesson for the CM that all the vocal MLAs should be given a patient hearing in the CLP and other party fora.,â€™â€™ they said. Sources said Randhawa could incur the wrath of the party and the CM on the ground of indisciplinary behaviour.

But with the backing five to seven Congress MLAs from all over the state and a strong lobby support due to his father and former PPCC president Santokh Singh Randhawa, any punitive action against him will recoil on Amarinder, they added. Sukhjinderâ€™s supporters said that not all Congress MLAs, who were given a raw deal, could be so bold to accuse Amarinder in public.

â€˜â€˜The MLA should been given a ministerial berth during the last Cabinet expansion. Since Amarinder did not oblige Sukhjinder and his father, his public outpour was but natural,â€™â€™ they defended. For Raman Bhallaâ€™s supporters too, the CMâ€™s decision came as a bolt. Congress sources said it looked ludicrous when Bhalla reached Chandigarh for coronation as PSEB chairman, but was told that he had been shifted to PSEB administrative post.



FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PATHANKOT
3,BSP candidate wins Chiraigaon by-election,"LUCKNOW: The opposition camp suffered a jolt when the Bahujan Samaj Party candidate Virendra Singh won the Chiraigaon vidhan sabha by-election in Varanasi by defeating his nearest Samajwadi Party rival Anil Rajbhar by a margin of 3,510 votes.

With this victory, strength of the BSP has gone up to 111 in the vidhan sabha of 403. A former minister, Singh''s victory over Rajbhar in the keenly contested bypoll has added another feather in chief minister Mayawati''s cap, especially when the opposition parties claimed that the BSP-BJP government had lost the majority in the vidhan sabha. The BSP candidate got 54,648 votes while the Samajwadi Party nominee secured 51,441 votes, said the EC sources.

The Congress nominee got 5,870 votes which was 4.24 per cent of the total polled. The BSP victory percentage was 39.52 while, the SP''s was 37. A notable feature of the poll was that the Apna Dal candidate got 14,308 votes which is 10.35 per cent of the polled votes.

Bypoll for the seat was necessitated following the death of Ranjit Rajbhar of the Samajwadi Party. His son Anil was put up by the Samajwadi Party who had the support of some opposition parties. The poll was held on June 21. Earlier, the poll was to be held on May 21 but was postponed for a month after the Election Commission officials detected violations of the model code of conduct by the ruling contestants.

After the postponement of the poll for a month, the opposition parties had shown some unity and Mulayam Singh Yadav and Kalyan Singh had campaigned for the opposition candidate. The result of this seat was keenly awaited in political circles after the opposition parties joined hands to oust the BSP-BJP government. The opposition had made it a point to state at the election meetings that the BSP-BJP government had lost majority support after the 14-member Rashtriya Lok Dal withdrew its support from the government.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",LUCKNOW
4,Karnataka govt appeals to President,"BANGALORE: Karnataka on Tuesday urged President Abdul Kalam to direct the Centre to set up a tribunal to allocate surplus water available in the Krishna basin.

In a memorandum to the President, CM Krishna said the Karnataka government was forced to approach the President as the Centre did not stop Andhra Pradesh from executing unapproved projects in the Krishna basin to utilise surplus water.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",BANGALORE
5,Ceilings in Lucknow Development Authority crumble,"LUCKNOW: When the Lucknow Development Authority (LDA) itself faces the dilemma of crumbling ceilings, how will it be accountable to the masses? On Tuesday, LDA officials had to undergo what is a routine thing for its consumers when the ''false-ceiling'' outside the vice-chairman''s new office in Gomtinagar collapsed.

As the word went around, it didn''t take long for the LDA employees to come up with various hypothetical causes that could have caused the bizarre incident. A few even blamed ''rodent menace'' for bringing down the one-and-a-half-year old false ceiling.

However, an employee working on the same floor painted a contradictory picture. ""The ceiling collapse within a short span of a year of its installation points to the usage of inferior quality raw material or, else, negligence in construction."" Referring to the inexplicable happening, vice-chairman Mahesh Kumar Gupta said: ""OP Pandey, a junior engineer, has been suspended and payment to contractors stopped.""

While employees gave various views, the engineers struggled to come up with a concrete cause which might have resulted in the caving in of the false ceiling. Following the unfortunate incident, the damage incurred by the LDA amounts to almost Rs 3 lakh. Chief Engineer Lalit Mehrotra said: ""The factors which might have caused the occurrence are not clear as of now. We are conducting an inquiry which may take a day or two.""

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",LUCKNOW
6,Congress plans statewide protest,"LUCKNOW: The Congress party in UP has decided to launch a statewide agitation to protest against the Taj corridor controversy.

Talking to mediapersons on Tuesday, UPCC president Jagdambika Pal said that on June 26 the party would stage sit-ins at all district headquarters demanding a probe by a sitting high court or Supreme Court judge.

Exhorting the government to stop playing hide and seek and come clean on Taj issue, Pal said that Congressmen would demand all details of the deal.

If the government failed to take action against the guilty officials, the party would launch its ''jail bharo'' andolan from July 1, beginning with Agra, and gradually each divisional headquarter would follow suit, said the Congress state president.

Reacting to the party defeat in the Chiraigaon bypoll, AICC general secretary Subodh Kant Sahay said that it was a victory of ''Mayawati culture'' and failure of the Election Commission as, while polling was going on in the constituency, a good number of BSP ministers were seen camping there.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",LUCKNOW
7,No idea on LS polls: Naidu,"HYDERABAD: A day after telling his Cabinet colleagues to get ready for Lok Sabha polls, chief minister Chandrababu Naidu clarified that he had no information on when the Centre would schedule the polls.

The TDP is prepared to face the elections anytime, he said. During a chat with reporters on Tuesday, Naidu made it clear that elections to the Assembly would be held as per schedule.

Replying to questions on media reports that he hinted at the prospect of early elections, Naidu said he only wanted his ministers to be â€œalertâ€�.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",HYDERABAD
8,Dutch govt not to fund new projects in state,"HYDERABAD: The Netherlands government has decided not to fund any new projects in Andhra Pradesh. It will, however, continue to provide the promised financial assistance to the ongoing projects.

The Dutch government is one of the major donors for Andhra Pradesh and its current commitments under various projects touches over Rs 1,200 crore. The municipal administration and urban development department (MA&UD) is presently negotiating with the Netherlands government for a Rs 200 crore grant for extending Velugu scheme to 10 more municipalities in the state and expanding the Green Hyderabad Project to more areas.

According to MA&UD sources, Netherlands ambassador in India, P F C Koch had recently wrote a letter to chief secretary Mohan Kanda explaining the reasons for stopping the funding to the state government.

â€œThe Dutch government has spent 0.8 per cent of the GDP on development activities through bilateral and multilateral channels. The downward trend in economic activity affected the Netherlands too,â€� the Ambassador said in his letter.

Koch said, despite these internal developments his government had decided to continue the ongoing activities, â€œbut no major multi-year commitments can be made for the time being.â€� He said the new decision would specifically affect the Dutch governmentâ€™s current involvement in the Andhra Pradesh Economic Reforms Loan (APERL).

The Dutch government also wished to opt out from the APERL activities and conveyed the decision to the state government. Besides MA&UD, the Dutch government is also aiding rural development, water management and sanitation and agricultural research projects in AP. A major chunk of the Dutch funds come in the form of grants.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",HYDERABAD
9,Lok Ayukta probe against 4 ministers,"VIJAYAWADA: Lok Ayukta R Ramanujam said here on Tuesday that he was inquiring into corruption charges against four ministers, two MLAs and a Zilla Parishad chairperson.

He would not reveal their names. At a news conference, Ramanujam said: â€œWe have taken up inquiries against these persons based on newspaper reports. If the charges are established prima facie, we will serve notices to them and summon them.â€�

Apart from corruption charges, the four ministers are also accused of abusing their power, Ramanujam said. He said people are intimidated to testify before the Lok Ayukta against corrupt ministers and officials.

â€œWe will try to provide security to such people if they come forward as witnesses,â€� he said. Ramanujam said there is need to amend the Lok Ayukta Act on the lines of the Karnataka Lok Ayukta Act giving it wider powers and financial independence.

The AP Lok Ayukta Act in its present form lacks teeth, he said. â€œWe have no power even to summon for necessary records or initiate contempt proceedings,â€� Ramanujam said.

Recommendations have been sent to the state government for amending the Act by including 12 provisions, he added.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",VIJAYAWADA
