,title,text,location
0,Call girls arrested,"BARA BANKI: The police closed in on a brothel being run by one Mujeeb Kirmani only a few yards away from the mausoleum of Haji Waris Ali Shah at Dewa.

DSP H Yadav stated that a guest house in the area was being used for flesh trade for the last four months. The police arrested three call girls and four persons.

Sources said the manager of the guest house had close links with Lucknow, Sitapur and Delhi for supply of girls for the trade. Reportedly, the guest house owner hardly visits this area and lives lavishly in Lucknow. The call girls caught by the police are residents of Sitapur. CO Charhnagar PK Srivastava said that a number of articles of daily use were recovered from the spot.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",BARA BANKI
1,Students stage dharna against development fees,"HYDERABAD: A group of MCA students and their parents on Thursday staged a dharna at the Sultan-ul-Uloom College in Banjara Hills protesting the management''s refusal to allow the students to sit for the endyear internal exams if they did not pay Rs 9,000 as development fee.

The Osmania University (OU), with which the minority institutions are affiliated, says collection of development fees from MBA and MCA students is illegal. The managements contend that the university has no jurisdiction over collection of development fees and that the All India Council for Technical Education (AICTE) has permitted them to collect the development fees.

Students furnished a letter from the registrar of OU in which college managements were asked not to insist on development fees. The management, however, refused to take cognizance of the letter.

Sultan-ul-Uloom Educational Society vice-chairperson Zafar Javed alleged that OU had no locus standi in the issue. Since the development fees was decided by AICTE, the college was collecting it from the current batches, he said and added that ""our college is not collecting development fees from students of fresh batch following Supreme Court orders.""

Javed said those who missed the internal exams would be given a chance to appear again â€” but after paying the development fees.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",HYDERABAD
2,Mulayam blasts BJP for burdening nation with polls,"MUMBAI: One more â€˜Outsiderâ€™ from north India breezed into â€˜aamchiâ€™ Mumbai, and Shiv Sena, for a change, wasnâ€™t complaining.

Eager for an instant makeover of his home state, Uttar Pradesh chief minister and Samajwadi Party president Mulayam Singh Yadav met industrialists and local businessmen during his twoday visit to the metropolis. On Wednesday, Mr Yadav called on noted industrialist Anil Ambani at his residence.

Later, the UP chief minister addressed entrepreneurs, at a five-star hotel in south Mumbai, in â€˜shuddhaâ€™ Hindi and in a tone which was unmistakably- -and surprisingly â€”â€™mulayamâ€™.

However, speaking at a party meeting on Shivaji Park grounds, Mr Yadav came down heavily on the BJP for burdening the country with mid-term polls. â€œThe BJPâ€™s gameplan is to seize power on its own strength. Should the BJP succeed in doing this it would show its true colours,â€™â€™ Mr Yadav said.

Back to the chandeliered five-star hotel. Choosing development as his theme, Mr Yadav said, â€œWe can surmount all our problems and can foster communal harmony if we tackle economic issues and accord top priority to progress.â€™â€™

â€œToday, everyone is talking about how India is coming into its own and how the nation is all set to become a global superpower. But, this can happen only if UP attains development.

""Once, UP was in the forefront of the freedom movement. Itâ€™s time we restore UPâ€™s glory and this can be done only by bringing in more investment, by building roads, housing colonies, by creating jobs and by generating electricity,â€™â€™ he said.

Mr Yadav thanked Reliance Industries Limited for choosing UP for its Rs 10,000-crore gas-based power plant.

The Sahara India group too is ready with a plan for setting up houses and a super-speciality hospital in UP, he said and thanked his party colleague Amar Singh for facilitating the two mega projects.

Mr Yadav took potshots at Shiv Senaâ€™s â€˜Sons-of-the-Soilâ€™ theory, but refrained from naming the party or its leaders.

â€œWe will be creating greater social divide by threatening to ban â€˜Outsidersâ€™ from entering the city. Such a stir runs contrary to the fundamental right guaranteed by the Constitution,â€™â€™ he said.

The SP leader didnâ€™t conceal his partyâ€™s ambition to seize power at the Centre. â€œYes, we want power, but not by pursuing anti-people policies.â€™â€™ Whatever that means.

He mildly chided a party functionary for describing him as the â€œnext Prime Minister of Indiaâ€™â€™. â€œPlease donâ€™t use such epithets. I will get more enemies,â€™â€™Mr Yadav remarked.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",MUMBAI
3,Rape laws loaded against men: Lawyers,"MUMBAI: The recent incident where a South African woman cried rape against a fellow national only to retract her charge later has exposed the grey areas in Indiaâ€™s rape laws, say lawyers and police officers.

The accused, a reputed high court judge, had to cool his heels in prison for three days and had his reputation shot to pieces, until the allegations were withdrawn. Last year,Mumbai bank executive Porus Mistry was slapped with charges when his colleague alleged rape on the grounds that he had had a threeyear sexual relationship with her by making false promises.

Members of the legal community and sections of the police feel that the prevailing rape laws are â€œlopsided and loaded against menâ€™â€™ and need to be modified. Former union law minister Ram Jethmalani, commenting on the rape laws, once said in a courtroom, â€œBefore I could go to bed with a woman, I would have to call a notary public.â€™â€™

The Indian Penal Code defines rape as intercourse without consent or against will. The most obvious drawback in the law is that it does not differentiate between rape and technical rape, said senior police officer Y. P. Singh.

â€œExcept for a few violent rape cases where brutal force is used most other cases involve some degree of consensual sex,â€™â€™ said Mr Singh.

According to him, rape charges have be known to be made by women who have been jilted and by minor girls who have had a consensual relationship with older men.Commercial sex workers have also pressed rape charges against clients after being shortchanged. There have also been cases of women crying â€œrapeâ€™â€™ when theyâ€™re caught in the act.

â€œIn several instances, women have exploited the law by claiming that they were not willing for intercourse but consented only out of fear,â€™â€™ said counsel P. R. Vakil.

Added criminal lawyer Shrikant Bhatt, â€œUnder the existing rape laws, if the woman states before the court that she did not consent to intercourse then the court presumes that she did not consent.â€™â€™

The law puts the burden of proof on the accused,who has to show evidence that the intercourse was with the womanâ€™s consent. This, says Mr Bhatt, is utterly absurd and impractical. â€œMore so, because the accused has to sometimes prove this several years after the incident,â€™â€™ he said.

Mr Bhatt, however, also blamed the police for acting hastily on rape complaints and damaging the reputation of innocent men beyond repair.

He said that the police often arrest the accused without an inquiry even when the law specifically states that the accusedâ€™s custody should be sought only if â€œthere are grounds to believe that the accusation or information is well-foundedâ€™â€™.

Police officers, on their part, claimed that they are always under intense pressure to show results on rape complaints. â€œThe police would have been lynched by women rights activists and the media had they not acted promptly in the recent rape case,â€™â€™ observed former police commissioner A.S. Samra. â€œMen have to bear the brunt of this haste.â€™â€™

Women rights activists and lawyers, however, counter these claims. â€œMost rape cases reported are genuine,â€™â€™ said activist Sheela Barse,qualifying that the recent case involving the South African woman was an isolated one which should not be interpreted as a new trend.

â€œIt is not true that rape laws are loaded against men,â€™â€™ said activist-lawyer Mihir Desai. â€œIn fact, the government should further refine the rape laws by including marital rape which, at present, is not considered a crime in the eyes of the law.â€™â€™

In the US, date rape or acquaintance rape is treated as rape. The same legal remedies and consequences apply to the victims and perpetrators of these rapes as apply to stranger rapes.

Former union law minister Ram Jethmalani, commenting on the rape laws, once said in a courtroom, â€œBefore I could go to bed with a woman, I would have to call a notary publicâ€™â€™

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",MUMBAI
4,Two arrested over stock scam,"KOLKATA: Two top executives of a finance firm were arrested on Tuesday night in connection with the Rs 120-crore stock scam that hit Calcutta Stock Exchange. DC (DD) Soumen Mitra said the duo were directors of Barrel Trading and Investment Co, a ""front"" of DSQ software, managed by Dinesh Dalmiya. Raj Kumar Sharma and Manmohan Biyani were picked up after a search and seizure operation at the companyâ€™s central Kolkata office and were produced at a city court on Wednesday morning.

The police claim that Dalmiya, who is named in the FIR, was behind the investment company through which a huge quantity of fake shares of DSQ Industries and DSQ Software were introduced in the market.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",KOLKATA
5,Gujarat lawyers beat up journos,"AHMEDABAD: News television crews were beaten up by lawyers on the metropolitan court campus in Meghaninagar here on Thursday evening.

Reporters and cameramen associated with Zee TV and Aaj Tak were targeted by the mob, which was reportedly upset over the expose involving warrants issued by a magistrate against President Abdul Kalam and others.

Around 5 pm, a team of Zee TV had finished taking pictures of S. Brahmbhatt, the metropolitan magistrate, who is in the eye of a storm for issuing warrants against the President and others.

Subodh Vyas was severely beaten up and his camera set on fire. When Rajiv Patel of Aaj Tak reached the spot, the mob snatched his spectacles and assaulted him.

A newspaper photographer was also attacked and his equipment damaged.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",AHMEDABAD
6,Bird flu scare: Hawk eye on poultry farms and airport,"KOLKATA: The bird flu scare has gripped the state. The government has beefed up watch over poultry farms and the airport has been ordered not to let any plane land if it has poultry in its cargo.

Animal husbandry minister Anisur Rahman said that the administration wouldnâ€™t take any chances although it is yet to receive reports on the avian influenza spreading in South Asia. An alert from the Union agriculture department has only intensified the stateâ€™s concerns on bird flu.

The government has set up a monitoring committee comprising chief secretary Asok Gupta, health secretary Asim Burman and animal husbandry secretary Subesh Das. Union health secretary J.V. S. Prasad Rao is coming to Kolkata to take stock of the precautionary measures.

The animal resources development department has intensified vigil in all staterun and private poultry farms as suggested in the 10-point charter issued by the Union government as a precaution against bird flu.

Rahman on Wednesday met with health minister Surjya Kanta Misra and Satyasaran Ghosh, vice-chancellor of the West Bengal University of Animal Husbandry and Fisheries, to finalise the doâ€™s and dontâ€™s for poultry farms and consumers and find ways to prevent the disease.

""As of now there is no harm in taking chicken. have talked to the Bangladesh deputy high commissioner.

We have asked our officials to check with poultry farms whether their chickens had suffered from diseases similar to the H5N1 type of virus in the last month or two. If it is so, the government will impose restrictions on them,"" said Rahman.

Following the Centreâ€™s orders, poultry owners have been asked not to allow vehicles or people from outside to enter the farms.The guideline calls for keeping a tab on the suppliers of chicken feed as well. Poultry farms have been asked not to procure imported chicken feed but bank on registered domestic suppliers.

At the NSCBI Airport, the animal quarantine division has imposed a ban against import of poultry or poultry products from ""suspect"" countries.

Airport officials said the Union agriculture ministry had issued a circular that banned all aircraft carrying poultry products from landing at the airport.

""We are particularly keeping a check on planes that arrive from Thailand. Since there are no direct flights to Kolkata from Vietnam, Japan and Korea, the threat is not too great,"" airport quarantine eastern region director N.N. Ray said.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",KOLKATA
7,Suri hostage mastermind arrested,"SURI: Four months after the Suri hospital hostage drama, the Birbhum police on Wednesday night arrested Hura Sheikh at his residnece at Ghatgopalpur. Hura Sheikh is the suspected mastermnd behind the hostage drama. Along with Hura, his brother Mantu Sheikh was also ar-rested.

Birbhum police superintendent Akhil Roy told TNN that acting on a tip-off the police surrounded the village and found Hura in his residence. On September 2, 2003, Afroj Sheikh alias Tiger Singh broke into the male -surgical ward of Suri hospital and took the patients as hostage. Tiger killed Sadananda Nayek, admitted in the ward. Sadananda was a rival of a coal mafia led by Hura and his associates.

Tiger had surrendered after an 18-hour long hostage drama. The police had already filed chargesheets against 10 persons, including Hura.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",SURI
8,Phased LS polls from mid-April,"NEW DELHI: The general elections are now likely to be staggered between mid-April and the first week of May though the government would have preferred it earlier, highly-placed BJP sources said on Thursday.

This is to ensure that school examinations, which end mid-April, are not disturbed as well as give the Election Commission three weeks'' time after the last electoral rolls â€” in this case, UP â€” are revised by March 23.

The EC has informed the government that till the school examinations are over, neither government school buildings, which house a majority of polling booths, nor government school teachers, who serve as polling officers, would be free.

Besides, the necessity of revising all the electoral rolls before beginning the electoral process would have been improper.

The Lok Sabha elections will be accompanied by assembly polls in several states.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
9,Telgi's 'income' in 7 yrs: Rs 3.18 cr,"BANGALORE: For a man, considered the kingpin of the estimated Rs 33,000 crore stamp paper racket in the country, Abdul Karim Telgi has officially shown an income of only Rs 3.18 crore between 1996 and 2003.

The stamp business, for which Telgi acquired a licence in March 1994, has been shown as a source of income only for the years 1996-97 and 97-98, and this income amounts to a paltry sum of Rs 4.80 lakh.

Telgi who did not file income tax returns for the past seven years, recently filed returns for this entire period, sources revealed.

He has, however, not remitted his tax dues. The kerosene business carried out under the banner of the Metro Corporation has been shown as the primary source of income each year, amounting to Rs 2.36 crore.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",BANGALORE
