,title,text,location
0,Official rules out floods in Punjab,"PATHANKOT: Allaying fears over flood in the catchment areas of Ravi river in Punjab, upstream of Ranjit Sagar Dam, the damâ€™s chief engineer, R C Jain, said on Saturday that the present level of water in the Ranjit Sagar Dam reservoir was 492 feet, while it could store water upto 527 feet.

Jain said that he was in touch with the Chamera dam management, where flood had caused some worry.

The situation downstream Ranjit Sagar Dam could become worrisome if the water flowed above the 527 feet mark.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PATHANKOT
1,Kanchi seer flays govt for allowing FDI in print,"MUMBAI: The Shankaracharya of the Kanchi Kamakoti Peetham Sri Jayendra Saraswati has criticised the Union governmentâ€™s decision to permit 26 per cent foreign direct investment (FDI) in the print media.

Talking to this correspondent here on Friday, he said that â€˜â€˜there was no compulsion for the government to take this decision.â€™â€™

â€˜â€˜I can understand if the economy is opened up because of the compulsions of the General Agreement on Trade and Tariffs (GATT). But the print media has nothing to do with GATT. The government has unnecessarily opened a Pandoraâ€™s box by its decision,â€™â€™ he stated.

â€˜â€˜It is unfortunate that the present government in New Delhi, which had professed its commitment to Indian values, is permitting foreign capital in the Indian newspaper industry,â€™â€™ he said.

â€˜â€˜I took up the matter with Prime Minister Atal Behari Vajpayee and he said that he was bound by the compulsions of coalition politics. In fact, whenever I take up an issue with him, he says there is not much he can do since he is heading a large coalition government,â€™â€™ he said.

The Acharya said: â€˜â€˜The entry of foreign interests pose a danger to Indiaâ€™s culture and moral values.â€™â€™

He noted that most Indian newspapers had played a crucial role during the Independence movement. In his opinion, the cap of 26 per cent meant nothing since even with a minority share, a foreign investor could manage to influence an Indian newspaperâ€™s editorial policy.

The talk of granting permission to foreign investors on a case-by-case basis also amounted to nothing because ultimately â€˜â€˜all kinds of foreign investors with their own agendasâ€™â€™ would enter the media market, he said.

It would be impossible for the government to do a background check of the foreign investors, he said adding that the governments hostile to India could â€˜â€˜float dummy companies and try to enter the Indian print industry.â€™â€™

India, he said, should learn a lesson from the governmentâ€™s decision to permit foreign players in the electronic media. â€˜â€˜What is Fashion TV doing if not corrupting our culture?â€™â€™ he asked.

The spiritual leader said the print media could not be treated like any other industry. It was an unique industry with its own sensitivities.

Opposing the Vishwa Hindu Parishadâ€™s demand for carving up Jammu and Kashmir state, the Acharya said it would not be in the national interest to do so.

â€˜â€˜Our effort should be to bring back all Kashmiris who have left the state and ensure their welfare. Under no circumstances should Article 370, which confers a special status to J&K be abrogated,â€™â€™ he said.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",MUMBAI
2,People want Priyanka to enter politics: Jogi,"NEW DELHI: Chattisgarh Chief Minister Ajit Jogi said on Sunday people of the nation wanted Prinyanka Gandhi to enter politics to serve and strengthen Congress organisation.

After meeting Congress President Sonia Gandhi on Saturday evening, Jogi said that ""people look at her (Priyanka) as grand daughter of Indira Gandhi. They would want her to serve the party and help it grow stronger.""

Jogi said he met Sonia to congragulate her on Priynaka becoming a mother again. ""My wife and I went to congratulate Sonia ji.""

Asked if he discussed the prospects of elections likely to be held in 10 states, including Chattisgarh and Madhya Pradesh, next year, he said ""I am not going to tell you what we discussed.""

On whether he wanted Priyanka to be the star campaigner for Congress in the next round of state Assembly elections, Jogi said, ""This is for her to decide. People want every member of Gandhi-Nehru family but it is always they (family members) who decide whether or not to enter political arena.""

At the same time Jogi exuded confidence that Congress would sweep the elections in all the states that would go to polls next year on its own strength.

On his own state, Jogi said, ""People will return us if we have given them good governance... By and large party fights the elections on its own and only in certain cases it can join others to defeat communal forces.""

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
3,US asks Hurriyat to participate in J&K polls,"NEW DELHI: The Hurriyat Conference is believed to be under pressure from western countries including the United States to participate in the coming elections in Jammu and Kashmir.

Recently, an American delegation met Hurriyat Conference leaders including its chairman Abdul Gani Bhat and had an interaction with him during which various issues including participation in the forthcoming polls were discussed.

Sources in the conglomerate said Bhat was in for a shock when the American delegation led by Steve Sobto conveyed that the United States did not recognise any organisation which ran away from a democratic exercise.

Bhat''s attempt to justify their non-participation in the elections was countered by the delegation which made it emphatically clear that the Hurriyat Conference should prove its representative character, the sources said.

The amalgam has been receiving similar indications from other western countries including the European Union and Britain.

The delegation''s talks with senior leaders have left the second rung Hurriyat men ""disheartened"", who view these as indicative of depletion of support to the amalgam.

The US delegation also met Jammu and Kashmir Liberation Front Vice-President Javed Ahmed Mir and Mirwaiz Umer Farooq and conveyed similar views to both of them, the sources said.

The Hurriyat Conference''s move of forming their own election commission has failed to rouse any keen interest in international community.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
4,Young couple commits suicide in Kanpur,"KANPUR: A young couple allegedly committed suicide on Sunday by hanging themselves, police said. Narendra Kumar Awasthy, 28, a resident of village Hatipur and his wife Mamta, 22, hanged themselves inside their house, they said. It was not immediately known why the two had taken the extreme step as no suicide note was found, police said.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",KANPUR
5,National agricultural tech project for PAU,"MOGA: The Indian Council of Agricultural Research has selected Punjab Agricultural University, Ludhiana as one of the 11 centres for Rs 13.65 crore National Agricultural Technology Project.

Under this project PAU will get Rs 1.25 crore from ICAR.

The research project will be operated by University scientists I S Dhaliwal and H S Sidhu who have been nominated as Principal investigator and co-principal investigator, respectively.

According to senior research engineer-cum-head department of farm power and machinery, I K Garg, the implementation of this project will go a long way in introducing new culture for using precision machines in experimental plots during research in agriculture.

Efforts will also be made to indegenise this technology by involving local industry for adoption on a large scale, he added.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",MOGA
6,Marble dealer arrested on charges of extortion,"MUMBAI: Police arrested a marble dealer on charges of attempting to extort Rs 25,000 from a colleague at Girgaon in central Mumbai on Saturday.

According to police, the accused approached the victim, who ran a flourishing marble polishing unit and demanded that he share his profits with the former.

The accused, a marble dealer himself, also introduced his accomplice, who he claimed belonged to the local Arun Gawli gang.

The duo later assaulted the businessman and threatened him of dire consequences if he failed to pay the money.

Acting on a complaint lodged by the businessman, police arrested the marble dealer. A manhunt has also been launched for his absconding accomplice.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",MUMBAI
7,Over 50% polling in DSGMC election,"NEW DELHI: More than 50 per cent of voters exercised their franchise to elect a 46-member Delhi Sikh Gurdwara Management Committee, a statutory body managing the affairs of gurdwaras in the national capital.

Polling was held peacefully in all the 46 wards and ""according to figures available with us till now, more than 50 per cent of the 3.19 lakh Sikh voters exercised their franchise,"" Director of Elections Manpreet Singh said.

Singh said: ""No untoward incident was reported during the elections, which started at 7 a.m. and closed at 5 p.m.""

Lajpatnagar, with 6,204 voters, recorded the highest polling of 56 per cent, while Sahibpura and Janakpuri having considerably higher number of 22,000 and 9,700 voters, had the lowest polling of 36 and 34 per cent respectively.

Akali Dal (Badal), which controlled the religious body had fielded 45 candidates, while its main rival Akali faction, lead by former SGPC President Gurcharan Singh Tohra, had fielded 44 candidates.

There are 390 contestants in the fray including several independents. DSGMC President Avtar Singh Hit is contesting from Hari Nagar ward.

Currently there are 41 members in the DSGMC, elections for which were last held in 1995.

The state government had made elaborate security arrangments with deployment of heavy security at all the polling booths.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
8,Vajpayee should lead party in 2004 polls: Advani,"NEW DELHI: Home Minister L K Advani on Sunday said his elevation as Deputy Prime Minister should not be seen as a move to succeed Prime Minister Atal Bihari Vajpayee who he stated should lead the party in the 2004 Lok Sabha elections.

""The move should not be seen as paving the way for a successor to Vajpayee as both of us are of the same age group,"" Advani said.

He said in the BJP, Vajpayee, Khushabhau Thakre and myself are all over the age of 70 years. And any question of a successor would have to fall on a younger leader.

Advani said it was the party''s view that Vajpayee should lead the BJP in the next general elections.

""My view on this is firm and I believe that he (Vajpayee) will abide by it"", Advani said.

Advani said he felt the appointment might have been made with a view to dispelling any rumours in the media about differences with the Prime Minister.

Asked whether his appointment will find favour with NDA allies given his hardline image, he said he had been working with the allies for over four years.

""I have been accepted by them and no new situation will arise as a result of this appointment"", he asserted.

On the issue of BJP agenda, he said the government was that of NDA and not of BJP. Therefore, a Common Minimum Programme (CMP) of NDA would be followed and implemented.

""We have honestly followed CMP for four years. This has nothing to do with my appointment as Deputy Prime Minister"", he said.

He further said his appointment had been made after due consultation with the allies.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
9,Thakur condemns violent incident in Bihar,"NEW DELHI: Union Health and Family Welfare Minister C.P Thakur on Sunday condemned the violent incidents in the Bihar State BJP office in Patna following reports of his being dropped from the Cabinet.

""I have heard through the TV channels about hooliganism in the BJP Office at Patna. Such incidence is highly condemnable"", he said.

Stating that party was above any individual, Thakur said, ""I appeal to all to desist from such acts. Whatever party decides should be honoured"".

About 100 alleged supporters of the minister earlier in the day ransacked the state BJP office here, irked by reports that Thakur could be dropped during Monday''s Cabinet reshuffle.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
