,title,text,location
0,Lives lost as laws flouted,"CHANDIGARH: Thirteen-year-old Vikas might have lived had enforcement agencies been serious about implementing the provisions of the Motor Vehicles Act regarding the seating configuration applicable to auto-rickshaws.

But the class VIII student died a tragic death on Thursday because auto-rickshaw drivers continue to flout rules unabashedly, never mind if precious lives are endangered in the process.

All things considered, it is for the UT administration to take strict action against these violators, failing which such recurrences cannot be ruled out. Going by what is officially permitted, auto-rickshaws cannot carry more than four passengers, including the driver.

However, the manner in which this provision is being implemented is for all to see on the city roads. Sadly, the worst affected in this case are school students whose personal safety is at stake, all for a few extra bucks. In fact, the auto in which Vikas was travelling to school on Thursday morning was ferrying eight students, twice the number permitted. State Transport Authority (STA) officials admitted that a large number of autos and school buses that ferry schoolchildren violate norms.

An official said, â€˜â€˜We have been challaning and even impounding autos and buses on a regular basis for flouting rules. But the fact is that we have our own constraints in terms of manpower. Traffic police personnel, who are present in every nook and corner of the city, need to become proactive to clamp down on these violators.â€� Under the Motor Vehicles Act, both the STA and traffic police were the enforcement agencies for implementing rules.

Several parents of schoolchildren, who Times News Network spoke to, said it was about time for the official machinery to wake up to hard reality before more lives were sacrificed on the altar of official inaction and inefficiency. â€˜â€˜The administration has to take responsibility,â€� a parent said.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",CHANDIGARH
1,41 arrested for Godhra violence,"VADODARA: The Panchmahal police have arrested 41 people for violence in Godhra during Wednesday''s operation to nab the key accused in the Godhra carnage.

The police have booked them for harbouring the accused.

Panchmahal district police officials said on Wednesday night that an offence was filed against Salim Panwala, Karim Badam and 15,000 others under various sections of Indian Penal Code, Damage to Public Property Act and Bombay Police Act.

The police said as many as 13 people were identified as those who had instigated the violence on Wednesday afternoon and had helped the accused get away. Four of them figure in the list of 41 who were arrested on Wednesday night.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",VADODARA
2,Report on minister's tantrums soon,"BHAGALPUR: Bhagalpur district magistrate and superintendent of police would submit a joint report on state minister Rama Devi and her armed supporters, who were detained on Wednesday evening for forcibly occupying a room in the Bhagalpur circuit house, to the state government.

According to official sources, two rooms of the circuit house were reserved for Justice Chandramauli Prasad and Justice Nagendra Rai and the district administration handed over those rooms to the local judicial authorities concerned so that they could arrange the room as per the need.

While Justice Prasad had already checked-in, Justice Rai was supposed to come on Friday. Sources said that Rama Devi and her supporters, who were coming from Sultanganj, arrived at the circuit house, on Wednesday evening. The officials of the circuit house said that though she was allotted a room, she did not find it fit and started yelling ""Mera kamra ganda hai, kya is jile ke collector ko pata nahin hai ki hum sarkar hain.""

Eyewitnesses said that the minister''s supporters roughed up the circuit house staff and intruded in the room reserved for Justice Rai. ""The minister''s supporters rebuked and thrashed us,"" said an employee of the local circuit house.

The DM, who was standing near the minister that time along with the SP, told the minister that she should not forget that her men have committed an offence and for that they have to face stern actions.

Later, he asked the SP to detain all armed supporters there, said a circuit house staff, preferring anonymity.

Some RJD men, who were present there, told TNN that the minister talked with the RJD supremo Laloo Prasad Yadav.

""But, instead of sympathising with the minister, Lalooji scolded her and asked her to return Patna as soon as possible,"" said an RJD supporter.

Meanwhile, DM KP Ramaiah and SP R Sankaran told TNN on Thursday that they would send a joint report to the state government about the whole incident.

According to them, the situation was under control.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",BHAGALPUR
3,Public calls will pinch the purse,"KOLKATA: Brace up to pay twice the amount for making calls from public telephone booths from Saturday as the pulse for local calls is being brought down to 90 seconds from 180 seconds.

If that is harsh on your pocket, there is relief for making calls to cellular phones from PCOs as these calls too will have a pulse of 90 seconds. Following this pulse rate revamp by CalTel, callers get 30 per cent more talk-time when making calls to cellphones from PCOs than from homes. However, when making calls to land lines, domestic phones offer 100 per cent more talk-time than PCOs.

â€œItâ€™s great news for us. Weâ€™ve really been losing money ever since STD charges were slashed. Calcutta Telephoneâ€™s delay in resuming PCO-to-cell services was another blow. The rationalised pulse rate will help recover some of the losses,â€� central Kolkata PCO owner Jogesh Roy said. Roy is one of the few who are aware of the impending changes. A vast majority of the 20,000-odd PCOs in the CalTel circle remain ignorant. That could lead to a lot of confusion, especially because the display units and printers at the PCO-end will register the revamped rates from Saturday.

â€œWe have begun informing the PCO owners, by either a direct call or through interactive voice response service. We will issue an advertisement in newspapers on February 21, the switchover date,â€� CalTel general manager (customer service) S.K. Bhaduri said. Admitting that the problem of switching from a uniform three-minute pusle to multi-pulse system had foxed technicians, the official said the issue had been sorted out Earlier, calls from PCOs to landlines and WLL services had a pulse of 180 seconds. Before withdrawing the service to call cellular customers, even these calls had a pulse of 180 seconds. The service was withdrawn following a TRAI ruling which stated that calls from landlines to cell phones would have a pulse of 60 seconds.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",KOLKATA
4,AISA to show black flags to HRD minister,"PATNA: The All India Students'' Association (AISA) will show black flags to Union minister for human resources development, Murli Manohar Joshi, as a mark of protest for his decision to make a ''Model Act'' in an attempt to privatise education and educational institutes in the country.

The ''Model Act'' would make colleges and universities to rely less on government aid and more on establishing relationships with NGOs, private companies and foreign funding agencies for generating financial resource, AISA leaders said in Patna on Thursday.

AISA said that Joshi was trying to privatise the entire education system and added that with the new Act, only haves would enjoy the benefit of higher education while the have-nots would automatically be debarred because of high cost of higher education.

They said that curtailment of fees of IIMs was an eyewash.

AISA also criticised the recommendations of the U R Rao Committee and added that the conversion of the Bihar College of Engineering, Patna into a National Institute of Technology (NIT) was only an election stunt.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PATNA
5,"Policemen hurt in clash, rifles looted","SASARAM: Six police personnel, including an officer in-charge and one ASI, were injured, and four police rifles were looted by an irate mob at Newras village under the Kudra police station of Kaimur district on Wednesday afternoon. Several other persons were also injured.

The police opened about 25 rounds of fire in self-defence.

After the incident, senior police officers reached the spot with additional police force and started raids to recover the looted rifles. All the injured have been admitted to a hospital.

Sources said that the local unit of the CPI(M-L) held a rally in protest against the assault of its cadres by the local mukhiya some days back, over the fishing right in a public pond. The meeting was organised adjacent to the residence of the mukhiya, Jay Prakash Singh.

As a precautionary measure, police force led by the OC and local BDO were deployed to maintain law and order. But the BDO was absent on the spot at the time of the incident.

The sources said that the ML leaders'' speeches provoked the mukhiya''s family members, who started firing at those present in the meeting.

The police also opened fire, leading to stampede. According to police, the ML supporters also opened fire. As a result, four police personnel, including the OC, received bullet injuries.

Police reportedly opened more then 25 round of fire, which injured about one dozen persons, including the mukhiya''s son, Vivek Singh.

Police said that when additional forces reached the spot, some persons attacked it and snatched rifles.

Later, police said, two rifles were recovered and raids are going on to recover the remaining rifles. No arrest has been made so far while an FIR has been lodged with the Kudra police station in this connection. Tension still prevails in the area.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",SASARAM
6,New divorce law gives wife an edge,"MUMBAI: The newly amended matrimonial laws, while empowering the woman, appear to discriminate against men, say lawyers.

The amendment has been hailed by women activists who have long sought such a change in the law.

Earlier, under these two Acts, the wife and husband could file matrimonial proceedings only at the place where they last resided together or where their marriage had been solemnised.

Take for instance a couple who married in far-flung Barabanki in Uttar Pradesh, resided in Bangalore and later parted ways with the wife moving to Mumbai.

The new law allows her to file a case in the family court at Bandra. ""She will be saved the rigours of numerous trips to Bangalore or Barabanki for each court hearing,"" said advocate Shrikant Bhat.

""So far, it was only under the Criminal Procedure Code that a wife could seek maintenance in a court located where she currently resided.""

""The earlier provisions in the Hindu and Special Marriage Acts seriously inconvenienced wives who were forced to file cases in cities or towns where they no longer resided,"" said former corporator and lawyer Kranti Sathe, welcoming the new law.

""In the absence of statutory provisions we had to move the high court or supreme court to transfer cases to family courts located in the areas where the estranged wife resided. This process was time-consuming and expensive.""

On the flip side, the new provisions are ""brazenly discriminatory"" against the husbands, said lawyer Shrikant Bhat. Husbands will still have to move the court where his marriage was solemnised or where he last resided with his wife. Also, the benefit does not extend to couples seeking consensual divorce.

The amendment is ""slightly discriminatory"" to men, said Ms Sathe, but added that since husbands rarely changed their residence, it would not affect them so much.

Advocate Shahrukh Khatawalla, who handles matrimonialmatters, pointed out that although women are entitled to claim payment from their husbands for the legal proceedings in family courts, they often do not get it as cases drag on for years.

""Husbands use this as a pressure tactic to get the wife living in another city to agree to their terms,"" he said. A second amendment to the matrimonial laws stipulates that an appeal in a divorce case can now be filed within 90 days instead of the existing 30 days.

""This will be a big boon for both parties. After the appeal period lapses, the spouses can remarry. At present, in contested divorce cases, if the divorce is granted on false premises and an appeal is delayed, remarriage by one party can cause chaos since a third person''s right comes into the picture,"" said Mr Khatawalla.

Although the enactment was published in the government gazette of December 23, 2003, most of its beneficiaries are still unaware of it. Mr Bhat said the government should do more to publicise new laws instead of merely publishing them in the gazette.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",MUMBAI
7,Taj case: UP govt denies reinstating the tainted,"LUCKNOW: The state government on Thursday denied passing any order to reinstate two senior IAS officers, P L Punia and V K Gupta, accused in the Taj Heritage Corridor (THC) scam.

There were rumours for the past two days that the Mulayam government has reinstated Punia, former principal secretary to the then chief minister, and former secretary, environment, V K Gupta, who were suspended on September 27 last year in connection with the scam, with former state chief secretary D S Bagga.

But chief secretary V K Diwan has categorically denied any such decision having been taken. ""No decision has been taken by the state government,"" he stated.

When asked if any such move was on, he said, ""Anything may happen but no decision has been taken till date.""

It was speculated that a decision to revoke the suspension of Punia and Gupta was being taken after nothing was found against them on the charges of dereliction of duty and corruption by the two-member probe committee, comprising A K Rastogi and V K Mittal.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",LUCKNOW
8,Arif caught in political crossfire,"NEW DELHI: The case of former Union civil aviation minister Arif Mohammad Khan â€” who was scheduled to join the BJP on Thursday, but failed to turn up â€” may well turn out to be a test case for whether Muslim animosity against the party has been neutralised or not.

Caught in the crossfire between Muslims who are unhappy with his decision, and the BJP which wants him to join rather than have him merely campaign for it, Khan has been forced to take a fresh look at how to play his new equation with the BJP.

On Thursday, he met general secretary Pramod Mahajan to explain his predicament, stress that he wants no position and to ask for a few days more to talk to his supporters before he joins up.

On Friday, Khan is going to Bahraich, his constituency in UP, to talk to the maulanas and other Muslims there. Sources close to Khan say the news of his decision to join the BJP has provoked anger among the Muslims, with some youths even threatening to immolate themselves.

The local clerics have also conveyed to him that any decision regarding the BJP must be made in Bahraich.

The line Khan plans to take with Muslims is that since the Congress''s secular credentials are suspect, the BSP could join the BJP at any stage and reports suggest that the Samajwadi Party and the BJP are working in tandem, it is better to have a direct relationship with the BJP, and work towards changing the mindset of that party towards Muslims.

The BJP is confident that Khan will join the party, but Khan clearly wants the community''s approval to do so.

For the BJP, Khan''s joining the party â€” and his stated desire to neutralise Muslim animosity against the BJP â€” fits in well with its efforts over the last six years.

A BJP minister says, ""We don''t expect Muslims to vote for us, but we want to prevent them enthusiastically voting against us. So, look at our record: Barring Gujarat, the country has been, by and large, free of communal violence. We held a successful election in Kashmir, and are working to resolve the problem there; then there is the PM''s Pakistan peace initiative. Finally, post 9/11, the global Christian-Muslim animus has helped neutralise Muslims here.""

Additionally, he said, textiles minister Syed Shahanawaz Hussain and general secretary Mukthar Abbas Naqvi â€” unlike Sikandar Bakth â€” have been projected as ""real"" rather than ""token"" Muslims, and encouraged to wear their ""Muslimness"" on their sleeves.

It is against this background that Khan''s joining the BJP would be ""useful'', party sources said.

Khan says that since he does not wish to contest the elections, it is immaterial whether he actually joins the BJP or not.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
9,New names in Sena list for LS polls,"MUMBAI: Shiv Sena strategists are ready to throw up several new names for the Lok Sabha elections.

""There may be three to four firsttimers in the Sena list,"" a key party leader told TNN on Tuesday.

Out of the 48 Lok Sabha seats in Maharashtra, the Sena''s share is 22, while its poll ally, the BJP, will contest 26 seats. Nashik mayor Dashrath Patil is being tipped to replaceMr Uttamrao Dhikle, who, alarmed by the Nashik constituency''s notoriety in not repeating its MP, is not keen on a second term.

Former minister and Sena MLA Leeladhar Dake is likely to be fielded from Raigad Lok Sabha constituency opposite former Maharashtra chief minister and veteran Congressman A.R. Antulay.

With Sena MP Balasaheb Vikhe-Patil joining Congress, the Thackeray party is on a look-out for a ''new'' face for the Kopargaon Lok Sabha constituency in Ahmednagar districtâ€”the ''akhaada'' of Congress in-fighting for decades.

Known as the czar of the cashrich co-operative movement, Mr Vikhe-Patil and his son, Radhakrishna, joined the Sena a couple of years ago.

While Radhakrishna became a minister in the Sena-BJP government, Vikhe-Patil Sr. was inducted in the Union cabinet in 1999 only to be dropped three years later.

""We have powerful candidates to take on Mr Vikhe-Patil,"" said Sena''s ''samparka-pramukh'' for Ahmednagar Arvind Nerkar.

The Shiv Sena''s Rajya Sabha member Sanjay Nirupam is all set to contest from Congress MP Sunil Dutt''s Mumbai north-west constituency which has a remarkable presence of filmland personalities.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",MUMBAI
