,title,text,location
0,C'wealth Games: Metro clinches the deal,"NEW DELHI: Delhi has clinched a first for the country. The Commonwealth Games will be held in the city in 2010.

A part of the credit goes to Delhiâ€™s Metro rail. The cityâ€™s newest acquisition was played up in a big way in front of the special committee that visited the city recently to assess if it was ready to host the games.

The main selling point was the fact that the Metro line to Noida, along the national highway 24, will link the upcoming games village to stadiums and sports complexes all over the city. The Noida line is part of Phase-II of the Metro project.

An indoor stadium and a rugby field proposed at the Yamuna sports complex in Surajmal Vihar will also benefit from the link.

The stadiums â€” Shivaji Stadium, Talkatora Stadium, Dr Ambedkar Stadium, Indira Gandhi Stadium, National Stadium, Jawaharlal Nehru Stadium and Siri Fort Sports Complex â€” are either directly connected by the Metro or are at short distances from the line.

""About 10 days ago, we made a detailed presentation to the games committee visiting the city on the kind of communication link the Metro will provide by 2010. Obviously, the impact was clear,"" said Delhi Metro Rail Corporation (DMRC) chief spokesperson Anuj Dayal.

DMRC managing director E Sreedharan had also proposed to prepone the completion date of Phase-II to 2009 instead of 2010, if the games were held in Delhi.

""The detailed project report (DPR) for the second phase is already being prepared and will be ready by January. The Metro lines have to be operational before 2010 when the games will be held,"" said Dayal.

Metro officials say the rail will provide world-class commuting experience to the foreign delegates, sportsmen and sports enthusiasts visiting the city.

""During the Asiad, special buses ran all across the city. In this case, buses will be required for very short distances. For instance, linking the Yamuna sports complex to the Shahdara Metro station,"" said Dayal.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
1,"1,029 nomination papers filed for elections","NEW DELHI: The state election department received 659 nomination papers for the December assembly poll on Friday, taking the final tally to 1,029. This was the last date for filing nomination papers.

Independents, numbering 461, topped the list of those who filed their papers on the last date. The Congress followed them with 112 nominations. According to chief electoral officer, Arun Goyal, nomina- tion papers of 700 independent candidates have been received.

Election department officials said although the Congress list was out by Wednesday night, the candidates, except for urban development minister A K Walia, refrained from filing the nominations. The reason: the date â€” November 13, was considered inauspicious.

A total of 143 candidates had filed their nomination papers on Thursday, including 113 independents. On Friday, 54 nominations were filed by BJP candidates and 30 by those of the Nationalist Congress Party.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
2,Congress ready for early polls,"NEW DELHI: The Congress on Friday said that it was â€œmore than readyâ€™â€™ to face early polls in Andhra Pradesh and called for an â€œanti-NDA allianceâ€™â€™ that might include the Left parties and the Telangana Rashtriya Samiti (TRS).

But the party finds itself at a loss to take a stand on the ticklish issue of a separate Telangana state. The issue was discussed at the conclave of top party leaders here but â€œno decisionâ€™â€™ had been taken, party spokesman S Jaipal Reddy told reporters.

â€œWe have differences of opinion,â€™â€™ Reddy admitted. The issue is crucial for the party, considering that 41 of the 95 MLAs in the dissolved House are from Telangana.

Sensing the Congress dilemma, the ruling TDP has said it stands for an â€œintegrated Andhra Pradeshâ€™â€™.

The Congress response on Friday was tactical: it sought to throw the ball back in the Union governmentâ€™s court by reiterating its demand that a second Statesâ€™ Reorganisation Commission be constituted to look into the demands of various regions.

Jaipal Reddy also tried to point at the contradiction in the TDPâ€™s stand and that of its partner, the BJP. The latter, he pointed out, has passed a resolution demanding a separate Telangana.

Although the TDP move for early polls was expected, Congress activists from Telangana camped here for some days and were told only on Thursday that they should put their demand on hold and work for the elections.

Barely out of the nomination process for the December 1 polls, the top Congress leadership went into a huddle to work out a strategy to fight the TDP-BJP combine.

â€œWe welcome the developments in Andhra Pradesh. We are more than ready for polls.â€™â€™ Jaipal Reddy said. At the same time, he dismissed as â€œfalse and perverseâ€™â€™, Naiduâ€™s assertion that the oppositionâ€™s â€œattitudeâ€™â€™ had forced him to dissolve the assembly.

â€œNaidu has been running the government for four and a half years with two-third majority. What difficulty has he encountered now?â€™â€™ Reddy said.

Meanwhile, senior leaders, including Manmohan Singh, Pranab Mukherjee and Ghulam Nabi Azad, held discussions with state party leaders, including PCC chief D Srinivas and CLP leader Y S Rajshekhar Reddy.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
3,NCP to organise protest against westerly by-pass,"PUNE: The Warje development action committee, by deputy mayor Dilip Barate of the Nationalist Congress Party (NCP), has threatened to stage demonstrations at Chandni chowk on Saturday, during the visit of Union minister for road transport B C Khanduri.

The minister is scheduled to open the four-lane Katraj-Dehu road westerly by-pass, constructed by the National Highway Authority of India (NHAI) at Katraj chowk.

Speaking to reporters here on Friday, Barate said prior to the function, Khanduri also expected to inspect the road near Chandni chowk and the construction of the Warje flyover.

The action committee alleges that the NHAI has failed to construct service roads along the full stretch the by-pass and is yet to construct subways to enable citizens to cross the highway.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PUNE
4,AASU wants Assam bandh over Bihar attacks,"GUWAHATI: The All-Assam Students'' Union (AASU) has called for 24-hour Assam bandh from 5 am on November 17 demanding 100 per cent job reservation for northeastern people in lower levels in Central and semi-central organisations and safety for train passengers from the North-East.

After three days of looting and attacks by miscreants on passengers from the Northeast travelling by train through Bihar and alleged rape of a Naga girl travelling by the Mumbai-bound Dadar Express, railway authorities on Friday have deployed Bihar Military Police at all important stations in Bihar under the jurisdiction of North-East Frontier Railway (NFR).

Railway Protection Force (RPF) control rooms have been set up in Kathihar, New Jalpaiguri, New Bongaigaon and Guwahati stations.

Railway authorities said that miscreants were looting passengers and damaging railway property, but they could not confirm if anyone was raped.

""There is looting in the trains by miscreants. I have been informed that the BMP has been deployed at all important stations in Bihar under NFR,"" NFR spokesman Leena Sharma told Times News Network.

Miscreants stormed into the Mumbai-bound Dadar Express at Jamalpur station and the Guwahati-bound Brahmaputra Mail at Kathihar and on Wednesday and attacked passengers while the Trivandrum Express and Kamrup Express were stopped and railway properties vandalised at Kishanganj station on Thursday.

The incidents came in reaction to unruly scenes created at a railway recruitment board examination centre in Guwahati on November 9 where hundreds of Bihari youths were stopped from taking the examination.

Stray incidents of backlash from various places was reported, including vandalisation of the divisional railway manager''s office in Tinsukia and beating up of Bihari persons in the city here.

Chief Minister Tarun Gogoi has taken up the incidents of assault on Assamese passengers with his Bihar counterpart.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",GUWAHATI
5,'Good law and order must for Barh plant',"PATNA: ""If the law and order situation of the state does not improve, the super thermal power plant at Barh may not be completed within the stipulated period of time.""

National Thermal Power Corporation (NTPC) executive director, Eastern Region headquarter Balmiki Prasad told mediapersons here on Friday, ""we have already discussed this matter with the minister as well as the chief secretary on various occasions. We have not received any kind of political pressure while awarding four contracts for Barh super thermal power plant,â€� Prasad said.

In Barh and North Karanpura (Jharkhand), boiler of super critical technology will be installed. Contract for major infrastructural activities like site leveling have already awarded to M/s NBCC and they have mobilised in Barh project, he added. For bringing earth for site levelling job at Barh, widening of culverts are being taken up with railways.

Bidding for main plant equipment at Barh has already been invited, he said. Prime Minister Atal Bihari Vajpayee had laid the foundation stone of this ambitious project (660x3 MW) in 1999 amidst much fanfare. The plant site is lying barely four kilometres east of the Barh town on National Highway-31 in Patna district.

The main power plant and the township would be spread over an area of 1,186.01 acres of land, while the 1,733.17 acres of land would be kept for ash dyke. As regards the takeover of Bihar''s Muzaffarpur Thermal Power Station on a 30-year long term lease, Prasad said that NTPC has decided to accept only 110 workforce of the MTPS on a selective basis. According to an estimate, more than 500 skilled personnel are employed in MTPS.

He also said that NTPC has planned to invest Rs 380 crore for the renovation and modernisation of the MTPS units. R&M jobs will be over in five years'' time period and then power generation from this plant would increase manifold, he added. The NTPC has also put a proposal for the management fee of Rs 13 crore per year, he said.

After the completion of R&M job in MTPS, the cost of per unit would be Rs 2.38 paise of the power generated by the MTPS, but at the same time he said in between the R&M work, the per unit cost would be around Rs 4.30.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PATNA
6,'Bhakts' clash with police over idols,"PATNA: The police fired five rounds in the air and lobbed more than 50 tear-gas shells near the Indira Gandhi Planetarium under the Kotwali police station on Friday afternoon.

The firing was to disperse an irate mob protesting against the administration''s decision to remove the idols of Lord Hanuman and Lord Shiva installed close to the western gate of the planetarium. Though none was injured in the police firing, a few passers-by were injured in the stampede.

The police also fought a pitched battle with the agitators. The police claimed that a group of people opened fire near the spot during the pitched battle.

However, the policemen and administration officials had to return without removing all the idols from the site. Later, local residents were seen singing religious songs there in the evening.

The trouble started when a team from the district control room along with policemen reached the site and started removing the idols using hammers. A mob assembled there and started pelting the officials and policemen with brickbats. It finally led to a pitched battle between the policemen and the agitators at least for an hour near the spot.

The mob forced the policemen to escape from the idol site and take shelter on the planetarium premises.

The mob surrounded them from all sides. Seeing the mob moving towards them, the policemen opened fire in the air in order to protect themselves. The movement of traffic came to a complete halt on Bailey Road near the site.

Later, officer in charge of the control room P P Sharma sent a message seeking additional reinforcement. The reinforcement reached the spot only half an hour later. In the meantime, Kotwali DSP Shashi Bhushan Sharma along with a few policemen reached the spot and chased the mob in order to bring the situation under control. An anti-riot vehicle was also deployed there.

Talking to mediapersons, Sukhbir Das, a priest, said the idols had been installed there about two decades ago. According to him, this site was allotted by the administration for construction of a temple which earlier existed on the nearby Ravidas Ashram premises.

District administration sources said an application had been submitted to the DM by the director of the planetarium requesting him to remove the â€œunauthorisedâ€� constructionsâ€�.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PATNA
7,Salt Lake IT hub bags Rs 6 cr for development,"KOLKATA: The state government has decided to invest Rs 6 crore to develop infrastructure at Salt Lake sector V â€“ the state''s showpiece information technology hub.

The funds, spread over three years, will be pumped into development of physical infrastructure like drainage and sewerage. A part of the funds will also be used to relay and maintain roads.

This decision was taken at a recent meeting chaired by urban development minister Ashok Bhattacharya and attended by officials of Kolkata Metropolitan Development Authority and the Bidhannagar Municipality.

The move comes close on the heels of a survey conducted by the state information technology department to gauge the perception of different IT firms operating out of the area. The results had indicated distinct dissatisfaction at the lack of basic civic amenities at the Salt Lake Electronic complex.

Top officials of leading IT and ITES companies had also met IT secretary G.D. Gautama and Webel managing director S.K. Mitra, highlighting the need to beef up physical and social infrastructure.

Lack of adequate street lighting, poor public transport connectivity and absence of eateries were the major lacunae.

""In other ITES centres like Gurgaon, the 24Ã—7 concept is a reality with coffee shops, restaurants remaining open round-the-clock,"" the software executives said.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",KOLKATA
8,Tout's arrest at SSKM exposes staff nexus,"KOLKATA: The detective department on Friday arrested a tout from SSKM hospital. Twenty-eight-year-old Chote Lal has also named four persons who were with him in the racket. At least two of them are key hospital officials.

Interrogation of three touts, arrested earlier from R.G.Kar Hospital and Calcutta Medical College Hospital, indicates a strong nexus between these middlemen and few hospital officials.

DC (DD-I) Soumen Mitra said a few suspicious hospital staff are already under scanner.

According to the police, Chote Lal stayed at SSKM''s New Staff Quarters for several years. On Friday, when sleuths posing as patients'' relatives asked for a bed, they were approached by Lal and one Aloke Kumar Das.

The duo promised the sleuths quick admission for Rs 500. Lal told cops during interrogation that apart from his own relatives, he knew other hospital staff who helped him get beds.

Interestingly, a senior officer said that the touts did not always have to bend rules. ""It is not possible for patient''s relatives to know the number of beds available.

The touts exploit this and the patients end up paying hundreds for a bed which is already free,"" the officer said.

The touts can easily manipulate the queue for free beds and get their clients in. The duo also claimed they received commission for sending people to the flourishing diagnostic centres adjacent to the hospital.

Mitra admitted they are keeping a watch on possible involvement of hospital staff.

""Action can only be taken if such claims are corroborated by hard evidence and proved beyond reasonable doubt,"" he said. The police, however, said raids against touts would continue.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",KOLKATA
9,Man arrested for extortion,"CHANDIGARH: The police on Friday evening arrested a Manimajra resident, Ashok Kumar, on charges of extortion and possessing an illegal arm.

Police said Ashok, a resident of Indira Colony, had at one point of time helped a woman, Kamla Devi, also a resident of the same colony, in tracing a thief who had stolen household items from the latter''s house. The theft had taken place two years ago and with Ashok''s help police traced the accused and recovered stolen items.

Ashok then approached Kamla demanding money. Under duress, she gave him Rs 5,000 and Ashok again after some time started pestering her for more money.

On Friday, he went to Kamla''s house and threatened her to part with money or he would kill her. Kamla bolted the door from inside and started shouting for help.

Ashok then broke open the door and slapped her. Kamla''s relatives intervened and soon overpowered him and then informed the police. A pistol was found from his possession.

A case of extortion, trespass, causing hurt, criminal intimidation and the Arms Act has been registered at Manimajra police station. Ashok would be produced in the courts on Saturday.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",CHANDIGARH
