,title,text,location
0,14 principals get on-the-spot appointments,"AHMEDABAD: In an unprecedented move, 14 secondary school principals were given on-the-spot appointment in recruitment camps held at three districts of the state, as part of the new recruitment policy announced by the government recently.

The camps are being held through the state from November 3-9. Co-ordinator of the recruitment camps, HN Hingu said it was the very first time that principals were called for an interview and handed appointment letters the same day.

â€œPrincipals came in the morning, gave their interviews and those selected were given approval by the district education officers and appointment letters by school managements the same day,â€� Hingu said.

Of the 14, nine principals were appointed in Sabarkantha and four at Valsad. The interviews did not take off well in Kheda so figures were not available for the district.

â€œOn Tuesday, interviews will be conducted at Anand, Narmada, Bharuch, Amreli and Sabarkantha. Over a period of one week, we propose to recruit 300 principals in the same way,â€� Hingu claimed.

Joint commissioner of schools and co-ordinator of the camps in north zone RC Rawal said the idea of holding such camps was that recruitment was done in a speedy and transparent manner.

â€œAfter the recruitment for principals is over, we plan to conduct similar camps for teachers in December,â€� Rawal said.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",AHMEDABAD
1,Vatva victims skip riot panel hearing,"AHMEDABAD: None of the witnesses from the Vatva area of the city, who were scheduled to depose before the Nanavati-Shah inquiry commission probing the post-Godhra riots, turned up on Monday.

In all 15 witnesses, whose deposition could not be recorded during the Diwali break, were listed to depose on Monday morning before the commission, comprising Justice (retd) G T Nanavati and Justice (retd) K G Shah.

The commission, however, agreed to admit the affidavit of a riot victim from Vatva, who had approached the probe panel only on Monday, but said they would not record his statements as it would be a trend they would have to follow at each instance when victims come late.

Earlier, around 264 riot victims in 22 groups of Vatva area, had deposed before the commission on September 19.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",AHMEDABAD
2,Chinmayanand in party squabble,"LUCKNOW: In an unsavoury incident, depicting the resentment brewing within the rank and file of the Bharatiya Janata Party (BJP) in the state, a group of youths, allegedly identified as supporters of Union minister of state for home Swami Chinmayanand, brutally thrashed district party general secretary in Jaunpur, Harish Chandra Singh, on Monday afternoon.

The minister was present at the site when the incident took place and eyewitnesses claimed that he, too, was dragged into the scuffle and his clothes were torn in the free-for-all that ensued.

Though no formal police complaint has been lodged in connection with the incident, party functionaries in Jaunpur were pursuing the issue with the top leaders in Delhi till late evening.

Reports said that Swami Chinmayanand, BJP MP from Jaunpur, was attending the meeting of Samanwai Samiti at a school in Tarapur colony area of Jaunpur.

Names were being proposed for the post of the partyâ€™s district president when it was mooted to first confirm if there was any candidate who could be elected unanimously to avoid a vote on the issue.

A little after noon, the meeting was at its peak and the election of the district president by voice vote was under way when one of the party functionaries announced that all those who were not entitled to vote for the election of the president should leave the room immediately as their presence might not lead to a fair election by way of voice vote.

This announcement left the Jaunpur district general secretary of BJP Harish Chandra Singh a bit uncomfortable, eyewitnesses told Times News Network on phone. Barely had Harish dared to point out that since Chinmayanand himself was an â€œoutsiderâ€� in that context, he should also leave the room.

This left the Union minister angry. Thereafter, some alleged supporters of Chinmayanand swooped down at Harish and began to assault him. Grossly outnumbered by the coterie of the union minister, Harish and his few followers had to bear the brunt of agitated followers of Chinmayanand.

Harish himself was allegedly attacked ruthlessly till he began to bleed from his nose and ears and had to be virtually grabbed away by some other party functionaries. Clothes torn, Harish was taken to a hospital where he was administered first aide and discharged. By late evening, he was trying to communicate the incident to Prime Minister Atal Bihari Vajpayee and his deputy Lal Krishna Advani on phone seeking their shelter.

District president of Jaunpur unit of BJP Vidya Sagar Sonker, one among the dozens who were witness to the unruly scene, while talking to a local journalist, condemned the incident and said that the issue would be brought to the notice of the party leadership in Delhi.

On the ramifications of the incident, Vidya Sagar said that it was purely an internal issue of the party and, hence, the interference of any third party was not at all necessary.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",LUCKNOW
3,Muslim women politically conscious: Survey,"LUCKNOW: Muslim women in India are more ''politically conscious'' in comparison to their Hindu sisters, but ironically their socio-economic status is only slightly better than the Dalit women and they hold much lower position than the Hindu upper caste and other backward class women.

However, despite variance in the status of education, economic condition and autonomy, the common factor among women belonging to all castes, classes and faiths was â€˜subjugation to patriarchyâ€™, states a survey conducted by Prof Zoya Hasan and Ritu Menon of Jawaharlal Nehru University in New Delhi.

Entitled â€˜Unequal Citizens: Status of Muslim Women in Indiaâ€™, the survey was conducted covering 9,500 households in 40 districts across 12 states in the country, including UP and Bihar. It covered 60 per cent urban population and 40 per cent rural. As many as 80 per cent respondents were Muslim women and 20 per cent Hindus. Women questioned were between 16-60 years of age group.

The questionnaire was based on variables like education in terms of schooling and literacy, economic power in terms of income and employment, autonomy in terms of decision making, political participation, marriage and physical mobility.

While presenting her survey before students at a workshop at the Institute of Women Studies (IWS), Lucknow University, on Monday, Zoya said that though much hullabaloo is being raised in the country on issues related to personal laws and Muslim women, but the reality was that only two per cent of women were affected by it. The government, society at large, political parties and Muslim clergy seemed to be more concerned about raising and defending personal law questions, while neglecting basic issues related to education and upliftment of the socio-economic status of Muslim women in India, she stated.

The survey also dispels the myth that Hindu upper caste women by virtue of being more educated and belonging to economically good background, also enjoyed â€˜freedom of decision makingâ€™. â€œSixty two per cent women said that they find no major benefit of education in decision making in the family. As we moved up in the social status, we found lesser women enjoyed decision making power,â€� Zoya said.

â€œThe reason for low schooling in Muslim girls was found to be financial constraints and not parental opposition. However, due to pardah system their physical mobility and work in public sphere was restricted,â€� she said. Director IWS, Prof Roop Rekha Verma proposed the vote of thanks.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",LUCKNOW
4,HC extends interim order on CM's arrest,"LUCKNOW: The high court here on Monday extended the interim order, staying the arrest of chief minister Mulayam Singh Yadav and investigation till December 3 in the alleged misuse of chief minister''s discretionary fund.

The bench comprised Justice Vishnu Sahai and Justice Kamal Kishore. The high court has directed the state government to file response in the petition.

Writ petition dismissed: A division bench of the high court comprising Justice AK Yog and Justice MA Khan, while dismissing a writ petition filed by a city lawyer Ashok Pandey, challenging the declaration of August 15, 1947 as Indian Independence day, stated that his representation to this effect would be decided expeditiously.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",LUCKNOW
5,BJP protests anti-dengue measures,"LUCKNOW: BJP activists took to the streets on Monday under the leadership of Lalji Tandon.

Armed with fogging machines, the workers protested against the response of the government to the dengue menace. They also indulged in sloganeering.

Addressing a gathering of supporters, Tandon criticised the Mulayam Singh government stating that corrupt officials in his regime would never be able to understand the agony of dengue patients and their families.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",LUCKNOW
6,Karnataka govt had plenty of time: HC,"MUMBAI: The Bombay high court on Monday issued an ultimatum to the Karnataka government to produce complete transcripts of the 56 tapes of telephonic conversations between fake stamp accused Abdul Karim Telgi and senior police officers of the Maharashtra police on November 10.

The judges asked the Karnataka governmentâ€™s counsel, â€œOn what basis is your additional director general of police saying that only the relevant portion will be given? How can you decide what is relevant?â€™â€™

In an affidavit, the Karnataka police officer said the conversations in several languages which extend to more than 100 hours needed at least 350 days to be translated.

â€œIt takes four to five days to transcribe an hourâ€™s conversation,â€™â€™ the Karnataka government advocate said. He said the tapes contained portions which were â€œpurely personal conversationsâ€™â€™ between Telgi and his family and were not relevant to case.

Advocate general Goolam Vahanvati said the Karnataka government had sufficient time to produce the transcripts. â€œIt doesnâ€™t take too long to make copies of 56 tapes. The tapes are required to show whether any unlawful demand has been made by top Mumbai police officers from Telgi.â€™â€™

Anna Hazareâ€™s counsel Majeed Memon also displayed impatience and even suspicion at the Karnataka governmentâ€™s stance. He rued the fact that the government had not complied with the orders for over two months spanning six hearings in the matter.

He said, â€œThe plea for another extension and selectively producing the tapes before the court gives rise to suspicion that the government is trying to shield some very powerful people involved in the scam. They are perhaps scared that either the Karnataka government or the Maharashtra government may fall due to the disclosures.â€™â€™

He pointed out that the taped conversations were about a year old and questioned Karnatakaâ€™s silence on the dates.

â€œWe are afraid that unless the tapes are produced immediately, they could even be tampered with.â€™â€™

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",MUMBAI
7,"Produce Telgi tapes, HC orders Karnataka govt","MUMBAI: The Bombay high court Monday issued an ultimatum to the Karnataka government to produce complete transcripts of the 56 tapes of telephonic conversations between fake stamp accused Abdul Karim Telgi and senior police officers of the Maharashtra police on November 10.

A division bench took strong exception when counsel for the Karnataka government pleaded that the state be allowed submit only the relevant portions of the transcripts.

The conversations allegedly reveal that assistant police commissioner M C Mulani took a bribe of 15 lakhs from Telgi to prevent the arrest of the latterâ€™s wife.

The court directed that if the transcripts could not be produced on that day, the â€œcassettes and CDsâ€™â€™ should be placed in court.

The order came in response to yet another extension sought by the Karnataka government in producing the transcripts of the alleged taped conversations that it possesses.

The court directive comes in the wake of a public interest litigation filed by social activist Anna Hazare questioning the lack of a proper police probe into the multi-crore fake stamp scam.

The Karnataka governmentâ€™s counsel B.R. Nanjundaiah argued that the revealing portions did not pertain to the alleged conversation between Mulani and Telgi and â€œwould create havoc in the proper investigation of the case and its trialâ€™â€™.

However, he said the special investigation team probing the scam in Maharashtra could interact with its counterparts in Bangalore and the MCOCA court in Pune could scrutinise the recorded conversation in camera.However, Chief Justice C.K. Thakker and Justice Abhay Oka said â€œthe argument is irrelevantâ€™â€™.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",MUMBAI
8,"NCP, RPI tie-up in polls","PUNE: Republican Party of India leader and MP Ramdas Athawale on Monday appealed to the Congress, the Nationalist Congress Party and the RPI to join hands for the forthcoming state assembly and Lok Sabha elections to defeat the communal forcesâ€�.

The proposal assumes significance, considering that Congress president Sonia Gandhi had recently ruled out a pre-poll alliance with the NCP, following the controversial remarks by NCP president Sharad Pawar over her foreign origin issue.

Athawale has a good rapport with Pawar and his statement came as a surprise to party workers.

â€œMai apko jodne aya hoon. (I have come to unite you)â€� Athawale said on Monday while unveiling the statue of Babasaheb Ambedkar, installed at the Aund DP road chowk. Athawale calls for Cong.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PUNE
9,Mamata's rally stops city traffic,"KOLKATA: Even as Trinamul Congress chairperson Mamata Banerjee on Monday said that her party would not cause any inconvenience to common people, traffic was thrown out of gear in central Kolkata by a rally staged by the Trinamul Youth Congress.

They were protesting against the deteriorating healthcare in the state and assault on journalists at the R.G.Kar Hospital.

The rally organisers occupied almost the entire carriageway from Raja Subodh Mullick Square to Rani Rashmoni Road disrupting traffic flow. Traffic movement along S.N. Banerjee Road, Lenin Sarani, Ganesh Chandra Avenue and J L Nehru Road was interrupted for 45 minutes.

Though there was a police bandobast at RSM square, policemen were conspicuous by their absence as Trinamul Youth Congress leader Sanjay Bakshi led the procession along S.N. Banerjee Road. The 2,000- strong rally took about half an hour to reach the venue of the meeting, where, however, the Trinamul leaders co-operated with the police.

â€œWe have already decided that except on July 21 we will not take out big rallies on weekdays,â€� Mamata said. â€œEven then, Trinamul supporters would walk along one side of the carriageway, allowing vehicles to pass,â€� she added.

Meanwhile, residents of New Barrackpore and Sukantanagar blocked the busy Jessore Road on Monday morning for an hour protesting against the assault on the scribes at the RG Kar Hospital.

Barasat based North 24 Parganas Press Bureau, an umbrella organisation of journalist of the district also staged a demonstration.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",KOLKATA
