,title,text,location
0,Animal lovers protest order,"BANGALORE: The order by Lok Ayukta N. Venkatachala to make Bangalore stray dog-free like Singapore has invited protests from animal rights activists.

CUPA trustee and Income Tax PRO Sudha Narayan said: ""We, animal lovers, agree that sick, rabid, biting dogs should be put to sleep. But putting all dogs to sleep would just not be ethical. The animal lovers already have a programme in force to euthanise rabid and violent dogs. It is just that not enough time has been given to the Animal Birth Control programme to succeed.""

Poornima Harish of Animal Rights Fund said: ""We do not accept the Lok Ayukta order. We will challenge it. Things have improved after the Animal Birth Control programme. The number of deaths due to rabies and dog bite cases have come down substantially.""

However, those interested in making Bangalore stray dog-free were jubilant.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",BANGALORE
1,"Vat to ensure transparency, says minister","LUCKNOW: While promising to bring transparency in the overall taxation system, minister of state for finance Gingee N Ramchandran on Friday said that most of the states would introduce the Value Added Tax( VAT) from this year as part of the tax reforms.

""When we are moving towards a liberalised economy, the society would also follow suit,"" he said.

After inaugurating the new building complex of the Direct Taxes Regional Training Institute, the minister said: ""The tax-paying system will become more transparent and we will concentrate on core sectors.""

Coming to tax reforms, Ramchandran said that as far as direct and indirect taxes were concerned, several measures were being taken to streamline the system and ultimately to encourage voluntary compliance with laws. The tax reforms would continue to meet various situation that arise from time to time, he said.

Praising efforts of the government in this direction, the minister said: ""While enhancing the standard deduction limit and removing the surcharge on income tax, we have initiated a package of well-conceived measures to make taxation more friendly.""

Speaking about important reforms that would be taken up immediately, the minister said that the government would concentrate on core activities like revenue mobilisation, replacement of the present discretion based system for selection of returns.

He said that by directly crediting all refunds to bank account of tax-payers the department had paid Rs 19,409 crore up to February 2003. This amount was Rs 5700 crore more than the last yearâ€™s, the minister said.

On direct tax collection, Ramchandran said that there was 17 per cent growth in 2000-01 over the previous years and it came down to 1.4 per cent in 2001-02 when compared to the previous years.

In the current year, he said the gross collection was Rs 77,938 crore till the end of February 2003 against Rs 63,667 crore of last year. However, after payment of refunds to the tune of Rs 19,409 crore, the net collection was Rs 58,529 crore as against Rs 49,953 crore last year, showing a growth of 18 per cent, Ramchandran said.

About Uttar Pradesh and Uttranchal, he said that the total collection was up nearly by 13 per cent this year. The actual collection, he said, was Rs 4614 crore as against Rs 4039 crore last year. Collection of corporation tax had gone up from the last yearâ€™s Rs 2900 crore to Rs 3343 crore this year, he added.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",LUCKNOW
2,Students rally against war on Iraq,"KOLKATA: Students brought out a huge rally in the city on Wednesday to protest against the US war threats against Iraq even as Tripura chief minister Manik Sarkar urged the Centre to clearly denounce the US.

Otherwise, he said, the country would lose its high moral ground in the community of nations. Meanwhile, the state Assembly has decided to pass an all-party resolution condemning the â€œunjust war against Iraq violating the basic tenets of the UN Charterâ€�.

Expressing solidarity with the anti-war demonstrations across the globe, the resolution will call upon the countries opposing the â€œwar designs of Bush-Blairâ€� to assert themselves more and hold high the banner of peace.

The resolution is likely to be placed in the House on March 21. Addressing the national studentsâ€™ convention at Calcutta University, Sarkar said India had once led the Non-Aligned Movement and yet was failing to denounce the US war efforts now.

â€œI urge the Centre to keep the countryâ€™s high tradition of siding with the downtrodden and oppressed nations of the world rejecting the designs of the imperialist forces,â€� Sarkar said.

Speaking at the convention, organised by the Calcutta University Studentsâ€™ Union, Left Front chairman Biman Bose said that the US, if allowed to continue with its policy, would target countries like Iran, Syria, Egypt and Lebanon for oil.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",KOLKATA
3,Afghan with fake passport arrested,"HOWRAH: An Afghan national who had managed to get himself an Indian passport by procuring a fake birth certificate from the Kolkata Municipal Corporation, was finally nabbed by the district Enforcement Directorate from his Howrah residence on Wednesday.

Akhtar Khan who was picked up from Shibpur in Howrah confessed he had obtained his passport from the Regional Passport Authority here by producing a fake birth certificate. â€œThe accused is an Afghan national and we have evidence to prove that,â€� an ED official said.

The district EB officials swooped down on Khanâ€™s home after getting information from the passport authority in New Delhi about irregularities in his passport. Khan is now being interrogated for possible links with any terrorist outfit.

Thirty one-year-old Khan has been living in Shibpur for some years. He was known as harmless â€˜Kabuliawalaâ€™, he has a good rapport with locals.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",HOWRAH
4,'Focus on infrastructure development',"LUCKNOW: The Confederation of Indian Industry (CII), Uttar Pradesh chapter, held its annual session at the Taj Residency on Wednesday.

Elections to office bearers was held, at the session, with Keshav Thirani, managing director, Autometers Alliance Ltd, Noida, continuing as the chairman, and Kiron Chopra, managing director, Chopra Retec Rubber Products Ltd, Lucknow, being elected the vice-chairman.

A session on ''Developing the competitive edge for industry: The road ahead'', was organised, in which, Keshav Thirani, chairman, CII UP state council spoke about the requirements of industrialists to meet new challenges thrown up by the emergence of globalisation. Both new and traditional forms of industries should adopt the latest technologies to remain at the forefront of competition, Thirani stressed.

The government too has to be receptive to ideas and focus on infrastructure development to create the optimum scenario for the industry to blast-off, he stated.

Dr Sheema Rizvi, minister for IT and electronics, UP â€” the chief guest â€” said the absence of a stable government over the past decade in Uttar Pradesh, has been the bane of industry in the state.

Tourism, small scale industries and IT are the keys to UP catching up with its southern counterparts, she said, and announced that the single window system for projects is about to be finalised.

Dr Pritam Singh, director, Indian Institute of Management, Lucknow, delivering the keynote address, dwelt on three aspects â€” context building, landscape of the Indian mindscape and the kind of road map required for this. Comparing the Indian and Chinese economies, he pointed out the glaring disparities on key parameters, despite the apparent similarities in the two.

He said India should think in terms of a global landscape, wealth creation, information and intellectual capital, outsourcing, and leading from the front as far as positive change was concerned.

Dr Upendra Kumar, MD, Uptech Computer Consultancy Ltd made a presentation titles ''Industry/ Business in Uttar Pradesh: Emerging challenges and opportunities'', pointing out that agro-based industries, process food industries, IT and IT-enabled services, and knowledge management services are the key areas for growth that UP should concentrate on.

SK Bijlani, chairman, CII (northern region) said direct changes are sweeping Asia and there is a radical restructuring across industries. The focus of second generation reforms, he said, has shifted from the Centre to the states.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",LUCKNOW
5,Jabir pulls up junior minister,"PATNA: Bihar legislative council chairman Jabir Hussain on Wednesday reprimanded junior minister for health education Sheetal Ram for what he termed â€œsadan ko halke dhang se lena (taking the House lightly)â€�.

What invited the ire of the chairman was the ministerâ€™s failure to give a proper reply to a question regarding one Vishram Ojhaâ€™s appointment as a clerk in Sri Dhanwantari Rajkiya Ayurveda Mahavidyalaya at Buxar allegedly on the basis of a fake matriculation certificate. Earlier, Badri Narain Lal (CPI) raised the issue in the House through a call attention motion. The minister informed the House that the Ojhaâ€™s certificate of â€œMadhyamaâ€� examination, issued by Kameshwar Singh Sanskrit Vidyalaya, Darbhanga, has already been verified.

Charging the government with misleading the House, another member produced a document disputing the ministerâ€™s claim. Sensing the seriousness of the matter, Hussain remarked: â€œJalsajon ke bachao ke liye sarkar hai kya?â€� He asked the minister to name the officer who had prepared his reply. After the minister did so, Hussain remarked: â€œJis pracharya ne jalsaji kiya usi ka hawala de rahen hain. Bilkul aapne tamasha kar diya (You are quoting the same principal who is charged with committing the fraud).â€� Later, the chairman asked the minister to give a complete answer on the issue on March 25. Uproar over compensation: The House witnessed uproarious scene following the admission of panchayati raj minister Upendra Prasad Verma about the governmentâ€™s failure to make payment of compensation to the family of victims who were killed in a â€œfakeâ€� encounter at Manjhaul in Begusarai district. Chairman Jabir Hussain asked the minister to apprise him of the progress made in the files related with the incident.

â€œI shall personally see all the files related to this incident,â€� he announced. The issue will again come up in the House on March 25. Earlier, the minister attributed the delay in payment of compensation to the ongoing probe into the incident by the Central Bureau of Investigation. The issue was raised by Mahachandra Prasad Singh through a short notice question.



FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PATNA
6,Phulwari tense after clash,"PATNA: Tension gripped the Phulwarisharif area following a violent clash between two communities in Khalipura locality area under the Danapur police station on Wednesday evening.

One Chandan Kumar reportedly received bullet injuries while more than one and a half dozen people were injured in the incident. Chandan has been admitted to a private nursing home located in Phulwarisharif area. Meanwhile, the district administration has deployed heavy forces in the area to keep the situation under control. The anti-riot vehicle â€œVajraâ€� has been parked near Tamtam Parao in the same area fearing trouble in the wake of prevailing tension between the two communities. Earlier, trouble began when a group of people, belonging to a particular community, started collecting â€œchandaâ€� (donations) from the truck drivers on the FCI road located close to their native place, Khalipura.

Meanwhile, truck drivers attacked them and beat up one of the youth. The injured youth is said to be one Hesamuddin. Some youths returned to Khalipura and informed other people about the incident. Later, a large number of local people, equipped with traditional weapons, reached the site and there was a violent clash. Later, the â€œwarâ€� shifted to Khalipura following the support extended to the truck drivers by another group of residents of Khalipura, belonging to a particular community.

â€œMost of the truck drivers, whose are associated with the FCI, belong to the same area,â€� informed a source in Phulwarisharif area. Both the groups continued pelting stones on each other for more than one hour. Meanwhile, senior officers reached Khalipura with additional reinforcement and tried to control the situation. Earlier,the district administration had claimed that it would make elaborate arrangements for maintaining the law and order situation on the occasion of Muharram.



FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PATNA
7,Drug raids expose govt armour chinks,"PATNA: In a major operation against the sale of fake and substandard drugs, the state drug control administration of the health department on Wednesday raided the shops of 10 medicine wholesalers, including the Gandhi Agencies, Rajendra Medical Agencies, Sangam Traders, Drug India and Sarita Agencies, at Uday Place and Mahima Place on Govind Mitra Road here.

The raids, however, exposed the chinks in the armour of drug control administration. It proved to be quite ill-equipped to conduct such massive raids. They revealed existence of more than 40 medicine shops in the basement of Mahima Place. A majority of them did not even have a signboard.

Barring a few, the shops were closed at the time of raid. The drug control officials could seal only two of them. There are about 800 shops on the road, including about 250 located at Mahima Place. A large number of medicine dealers closed their shops as soon as they came to know about the raids. The raids were carried out by 33 drug inspectors and five regional licensing authority (RLA) personnel under the supervision of State Drug Controller Sangeet Kumar Sinha.

There are only 38 drug inspectors in Bihar. The drug control team reached the place at 12.30 pm in seven vehicles. The Patna district administration had deputed there an executive magistrate along with constables. Sinha said the raids have sent a right signal to medicine dealers who sell fake and substandard drugs, adding that several drugs being sold in contravention of the Drugs and Cosmetics Act were seized. Patna RLA Y K Jaiswal said a large number of physicianâ€™s samples were seized from Drug India. Sinha said he has asked the Sangam Drug House at Uday Place not to sell 137 drugs as the salespersons manning the shop at the time of raid failed to show the purchase receipts, adding that the officials seized three drugs in the shop.

He said 13 expired drugs lying in front of the shop of another medicine wholesaler, Associate Traders, at Uday Place were also seized. Medicine dealers are not supposed to keep such drugs even in front of their shops, he added. Sinha said the Gandhi Agencies has been asked not to sell four drugs. Samples of four drugs were collected from the shop for chemical tests. Maa Shakti Drugs, another medicine shop at Uday Place, was sealed as its owner failed to turn up before the officials conducting the raids, he maintained.



FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PATNA
8,RJD rally to protest US hegemony,"PATNA: The RJD is going to organise a rally in protest against Americaâ€™s â€˜dadagiriâ€™ (bullying) and its proposed war against Iraq on Thursday. RJD chief Laloo Prasad Yadav will lead the rally.

The show appears to have been hijacked by Lalooâ€™s brother-in-law Subhash Yadav and his men. Already hoardings in Patna have been painted green hailing Subhash Yadav. â€œThe rally will be unique. Over two lakh persons are going to participate in it,â€� claimed Subhash Yadav.

The services of party strongmen, like Lalit Yadav and Azad Gandhi, have already been recruited to bring in the crowds. â€œAtleast 10,000 persons are likely to come from my constituency,â€� claimed Lalit Yadav. Azad Gandhi stated that the cut-outs and posters are in Hindi, Urdu and English. However, not all sections of the RJD are happy over the rally on Wednesday.

Subhash Yadavâ€™s brother, Sadhu Yadav, appears to have kept himself aloof from the rally. â€œWhatâ€™s all this fuss about holding a rally against the US when the state is facing acute problems with regard to,â€� said an RJD MLA fron Sadhuâ€™s camp.



FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PATNA
9,Development of Trishul missile on backburner,"NEW DELHI: The short-range surface-to-air missile â€˜â€˜Trishulâ€™â€™, one of the five core missiles being developed under the countryâ€™s indigenous missile programme, seems to be as good as dead.

Defence minister George Fernandes admitted in Parliament that â€˜â€˜Trishulâ€™â€™ was being â€˜â€˜progressed (only) as a technology demonstrator, de-linking from the user servicesâ€™â€™. In other words, the armed forces have now been de-linked from the project. Defence Research and Development Organisation (DRDO) officials also admit the missile is now â€˜â€˜on the backburnerâ€™â€™.

The nine-km-range â€˜â€˜Trishulâ€™â€™ has been dogged by several delays due to repeated snags in guidance and propulsion technologies. The Navy, for instance, was compelled to go in for the Israeli â€˜â€˜Barakâ€™â€™ anti-missile systems for its warships due to repeated slippages in the â€˜â€˜Trishulâ€™â€™ programme.

â€˜â€˜While a number of complex technologies and sea-skimming capability have been established, the missile needs to be proved for all its capabilities. These technologies will be useful in futuristic missile projects,â€™â€™ said Fernandes. The defence minister, however, replied in the negative about whether sanctions imposed by the United States had led to the failure of the â€˜â€˜Trishulâ€™â€™ programme.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
