,title,text,location
0,J&K minister resigns over 'terror links',"SRINAGAR: Jammu and Kashmir agriculture minister Abdul Aziz Zargar resigned on Thursday over allegations linking him with those who planned the attack on the Akshardham temple in Gujarat last September.

The minister protests he is innocent and has no knowledge of his native house being used by the attack planners, as has been revealed in the interrogation of Chand Khan, the key figure in the conspiracy.

â€œTill my name is finally cleared and I am sure it will be cleared, I may be kindly allowed to relinquish my ministerial responsibilities in the best tradition of public life,â€� he said in his resignation letter.

â€œIn spite of my firm belief and conviction that I have nothing to hide and there is nothing in reality which could compromise my position as a public figure including as a minister, I feel that I should not cause any undue embarrassment or inconvenience to the government I belong,â€� he said.

Chand has given a detailed account of the entire plan and how it was carried out; corroborating evidence supports what heâ€™s said. Chand Khan says he was paid Rs 30,000 for taking the two Akshardham killers to the ministerâ€™s native house, at Manz-gam in Anantnag district.

And has also said the Ambassador car used to take explosives to Srinagar for the attack was also examined at the same house by the commander of the Lashkar unit who decided on the strike.

Zargar says he left that house 13 years before, at the eruption of insurgency; it is located near forests in a remote area. He hasnâ€™t visited the house since. Hence, he said, there is no question of any links between the insurgents and him.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",SRINAGAR
1,BJP 'books' Ram temple for polls,"NEW DELHI: With the release on Friday of a booklet which contains two articles by deputy PM L K Advani, the BJP hopes to make Ayodhya a central issue in the forthcoming elections.

The book, Ayodhya ka gavai, includes an article by Advani summarising the Ayodhya movement. The article was written when he was arrested after the demolition of the Babri masjid and lodged in the Mata Tila guesthouse near Jhansi, party spokesperson P Javdekar said.

The booklet also contains articles by two senior journalists who say they were eyewitnesses to the demolition and claim that Advani had no role in it.

The release of the book comes at a time when the Rae Bareli court is hearing the Babri Masjid demolition case, in which Advani along with other senior BJP leaders have been implicated.

It also follows Advaniâ€™s statement in Bangalore that the ASI report on Ayodhya excavations had proved the BJPâ€™s point that the Ram Temple existed at the disputed site and that it would strengthen the partyâ€™s position on the issue.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
2,Education houses to protest hill strikes,"DARJEELING: Educational institutions have finally decided to take a stand against the frequent strike-calls in the hill region. On Tuesday, heads of 19 educational institutions in Darjeeling, comprising primary, ICSE, CBSE, Madhyamik schools and colleges , decided to form an association to oppose the frequent strike calls.

The outfit will be known as the Association of Heads of Educational Institutions of Darjeeling. The new association comes in the wake of a three-day-strike in all educational institutions called by the students'' union council of Darjeeling Government College, demanding an increase in the number of college seats.

According to the headmaster of St. Joseph''s College (School Department), Father Kinley Tshering, frequent strikes hamper education.

In many places, education and health institutions are kept out of the purview of the strike, but it is only in Darjeeling where educational institutions are asked to close down, creating a lot of inconvenience. So there was a necessity to have a common forum of all educational institutions so that we too can have a say.

The association which has formed an ad hoc body will meet soon for the formation of its constitution. The main objective of the association is to look into the welfare of the students and guide them positively in the present education situation. Father Kinley said that the association will support issues pertaining directly to education but not give in to strong-arm tactics.



FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",DARJEELING
3,Winter to herald contract farming,"KOLKATA: Contract farming is set to be ushered in West Bengal from the coming winter, with the state government deciding to introduce the new agricultural policy in the rabi season.

CPM state secretariat member Binoy Konar, however, allayed fears that farmers would lose possession of their agricultural plots with contract farming. The entry of capitalists in the farm sector would be restricted to agreements, under which industrialists would ask for ''tailor-made products'', supply inputs and technology and buy the entire output, he added.

It is wrong to say we are guided by the McKinsey report in adopting this policy, he told TNN on Wednesday. Farmers'' wings of different Left Front partners have agreed to this policy.

At Deganga in North 24-Parganas, a private entrepreneur has already planned to set up a unit for scent manufacture. For this, he would promote the cultivation of aromatic plants and flowers in a 100-acre area. The farmers will cultivate their own plots, Konar emphasised.

Such contract farming to promote food processing was being planned mainly in the potato-growing areas of south Bengal, pineapple growing areas of north Bengal and tomato rich areas in Purulia, where prices were falling because of high production, he said.

Konar admitted to the risk that the buyers could offer low prices to farmers, and said that the CPM-dominated Krishak Sabha wanted that the prices at which farmers would sell their products to entrepreneurs be fixed beforehand. Panchayats could also be parties to these agreements, he said.

The manufacturers knew best what kind of processed products would sell in the market, Krishak Sabha secretary Samar Baora explained.

They might require pineapples of the elongated variety, which would fit their cutting machines. The new agricultural policy will also seek to encourage production of wheat, oilseeds and pulses.



FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",KOLKATA
4,"'It's natural rain, not govt rain'","HAVERI: For Haveri farmers, it was a case of losing hope too soon. The ryots, who expected rain following the cloud-seeding operations on Wednesday, were disappointed it did not materialise.

The frustration was obvious as the district was hit by drought for the third consecutive year. The government had declared all seven taluks of Haveri as drought-hit. Sources said the area did not receive rain because of the absence of ''rain-bearing clouds''.

Thursday, however, brought some hope as the town received rain for about five minutes, but not with the aid of cloud-seeding. â€œIt is natural rain, not the government rain,"" people said.

The N234K aircraft involved in the cloud-seeding operations arrived in the district on Wednesday evening.

Captain Aravind Sharma told The Times of India that the cloud-seeding will be done for 4-5 days.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",HAVERI
5,LS by-election: Karunakaran refuses to budge,"THIRUVANANTHAPURAM: Differences in the Congress in Kerala over the selection of candidate for the Ernakulam Lok Sabha byelection continue to haunt the party with senior leader K. Karunakaran maintaining that there was no change in his stand on the issue, even as AICC observers on Thursday said the leader''s ""hurt sentiments would be taken care of by the party high command.""

""There is no change in my stand and there is nothing for me to say,"" Karunakaran told reporters at his residence.

Karunakaran had expressed displeasure over the selection of M.O. John, a loyalist of chief minister A.K. Antony, for the seat and had declared his decision not to campaign for the September 23 bypoll.

AICC observer Veerappa Moily told reporters at the KPCC office that the grievances of the ''I'' faction were genuine and the sentiments and feelings of Karunakaran would be respected and honoured in future.

In view of the party structure in the state the Ernakulam Lok Sabha seat was held by ""I"" group for the past 23 years. This time that has been changed and it was quite natural that their sentiments had been hurt, he said.

However, with the launching of campaign for the bypoll, ""the candidate issue has become a non-issue. But we will definitely submit an honest report to the party high command on the situation in the party and follow-up action would be taken,"" he said.

To a question, he said it was the responsibility of all Congressmen to work for the victory of the Congress candidate, John.

Moily who held a detailed discussion with Karunakaran here on Wednesday along with another AICC observer G.K. Vasan, said, ""Karunakaran will not do anything that will mar the prospects of Congress candidate. We told him that your sentiments would be taken care of by the high command,"" Moily said.

Maintaining that the Congress in the state was united, Moily said internal brickerings should not come in the way of the victory of Congress candidate.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",THIRUVANANTHAPURAM
6,Protest march turns violent,"SHIMOGA: Several houses were set ablaze and shops looted in Sagar, near here, on Thursday after a protest march turned violent.

The police burst teargas shells and resorted to lathicharge to quell the mob. Fire-fighters were rushed to put out the fire.

Trouble started when the taluk administration had imposed restrictions on the march, organised by the BJP and Bajrang Dal which were protesting a reported incident during the Ganesha procession on September 6.

But a group of people gathered on Subhash Road, near Congress office, started throwing stones at it, while another group destroyed a shop belonging to Kagodu Annaji, a ZP member and brother of health minister Kagodu Thimmappa.

Senior district officials and the police rushed to the spot to bring the situation under control and imposed prohibitory orders in the town.

These orders will remain in force for three days, said taluk magistrate Gurumurthy.

At present, the situation is under control.

The deputy commissioner and the SP who are supervising operations, said those injured in stone-throwing incidents, including police personnel, have been admitted to Government Hospital, Sagar.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",SHIMOGA
7,RJD changes party election schedule,"PATNA: The RJD''s state election officer, Jagadanand Singh, on Thursday made some changes in the organisational poll schedule announced earlier in view of the flood situation in different parts of the state.

Now, the election from panchayat level to the state level will be held between September 18 and September 30.

However, the election of RJD national president would be held as sche-duled on October 10 at S K Memorial Hall here.

The party''s panchayat-level elections would be held on September 18, block-level elections on September 20, and district-level elections on September 24.

The state-level organisational elections, including that of the sta te president, would be held on September 30. On October 10, the state RJD will organise its open conventiuon here. The state RJD is in the process of sending electoral rolls for its organisational elections to different districts.

Meanwhile, RJD farmers'' cell president Vinay Krishna has urged the Indiandelegation participating in the WTO''s Cancun conference to take a strong stand at the conference with a view to strengthening the agriculture system in India. He claimed that the Cancun conference was aimed at helping the US and European Union countries to corner the global agricultural exports'' sweepstakes at the expense of the agriculture-based countries, including India.

The principal general secretary of the RJD, Ram Kripal Yadav, on Thursdaymoved across the flood-affected areas in Patna district. In his presence, thedistrict administration officials distributed relief material to the affectedpeople, the RJD release added.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PATNA
8,Inquiry into fake arrest in passport scam,"HYDERABAD: An inquiry has been initiated by the north zone deputy commissioner of police on Thursday into the alleged nexus between Begumpet police officers and passport racketeer M Ramachandra Reddy.

The DCP has started the inquiry following a report published by The Times of India. He will look into the circumstances that led the Begumpet police officers to pass off an arrested man as the ''kingpin'' of the fake passport racket.

It is learnt that the officers had agreed to show the arrested man, Raghu, as racket kingpin Ramchandra Reddy, leaving alone for a ''consideration''.

The north zone police had arrested close relatives of Ramachandra Reddy on July 11.

They were paraded before the press at a press conference addressed by the DCP on that day and photographs of the kingpin and his family were shown to the press.

Begumpet inspector Y Devadanam, despite having photographs of the accused in his possession, had told The Times of India on Wednesday that they could not identify Raghu before announcing the arrest.

Curiously, the police identified Raghu correctly before he was produced before the court and slapped an impersonation case against him.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",HYDERABAD
9,Mufti in Anand for tips on dairy development,"ANAND: Jammu and Kashmir Chief Minister Mufti Mohammed Sayeed began a two-day visit to Anand on Thursday. His first visit to Gujarat as CM has come against the backdrop of Akshardham investigations wherein the two states are pulling each other down.

Sayeed''s visit,which coincides with the bringing of Chand Khan to Ahmedabad on a transit remand, is being kept under wraps for reasons of security. No public meeting is on the itinerary, even as the Kashmir delegation will take tips on the dairy industry.

""We got a letter from the J&K government seeking help to develop the dairy industry. So we urged the CM to come down to take a view of the Anand pattern,"" a senior official of the Gujarat Co-operative Milk Marketing Federation (GCMMF) said.

The Mufti is scheduled to meet GCMMF chairman V. Kurien and Amul Dairy chairman Ramsinh Parmar.

The Mufti who will be accompanied by a ten member team comprising of dairy scientists and secretaries and additional secretaries. Security in Anand has been beefed up as he is covered by Z-plus security.

""He would make only personal visits, but arrangements have been made to ensure his safety"", Anand SP Narasimha Komar said. Security drills have been held along some routes to ensure safe passage.



FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",ANAND
10,MSU V-C rules out poll on September 15,"VADODARA: The Maharaja Sayajirao University will not be able to hold its elections on September 15 even if the court lifts the stay on the election proceedings, MSU vice-chancellor K C Upadhyay said on Thursday.

A Vadodara civil court had ordered an interim injunction on all further proceedings of the elections.

The interim injunction ordered by the court, on the petition filed by Manish Magan Rohit a student of third year BCom student, had stated that act of the syndicate of dividing the faculty of commerce into separate units is arbitrary and illegal. This makes the election notification issued by the university on August 31 void.

According to the amendment made under the ordinance 65 of MSU Students Union Constitution, the returning officer shall issue the notice for election 15 days before the election date. It further states that the election has to be held before September 15, every year.

Meanwhile, student leaders met the vicechancellor demanding that university elections be held at the earliest.

They also demanded that authorities take interest in expediting the court process.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",VADODARA
11,Red-tape takes its toll on salaries of govt,"PUNE: Red-tape, which has haunted many a citizen, is now taking its toll on government employees .

Hundreds of employees of irrigation development corporations such as those in the Krishna Valley, Konkan, Vidarbha,Tapi and Godavari irrigation development corporations, receive their salaries after more than a monthâ€™s delay, all due to an extraordinary procedure adopted by the government.

The irrigation employeesâ€™ union, which took up the matter with irrigation minister Ajit Pawar, irrigation secretary Nandkumar Vadnere, MKVDC executive director K.D. Shinde and MKVDC chief engineer Suresh Pakhare on Wednesday, bemoaned that their salary files had to pass through not less than 20 tables before they actually got payment.

Speaking to TNN on Thursday, Ramesh Agavane, chairman, co-ordination committee of irrigation and public works department employees, explained that once a demand for salary and allowances is put up to the irrigation department, officials prepare separate salary proposals for MKVDC and other four corporations.

The proposal then travels to finance-I section in the irrigation department via a steno, desk officer, additional secretary, finance advisor and chief engineer.

It then reaches the irrigation secretary. After his approval, the file is sent to the finance department for approval.

The file then travels through a steno in the finance department, public projects department, finance division and reaches the joint secretary finance (expenditure). It is then forwarded it to secretary (audit) and treasury and principal finance secretary (finance).

The journey does not end here. The file is again sent to the finance department for writing down the cheque number. It then travels back to the irrigation department, in a process that consumes 20 days. Throughout this journey, it has to be closely pursued and pushed by union members to hasten the process.

In the next phase, the irrigation research and development department issues a credit letter following receipt of the file sanctioning salary payment. The executive engineer issues a cheque, which is registered with the treasury.

Before registering, the treasury officials have to take permission from the finance department, Mantralaya and director (audit and treasury), which takes five days.

Agavane said that although the state government has set aside Rs 300 crore for salary payment for 2003-04, the employees do not get timely payments.

The irrigation employees have suggested that the financial allocation be handed over to the director of irrigation research and development department or be given to the chief accountant or finance officer in respective irrigation corporations.

â€œSince they are government employees, they can release the salary payment after getting the signature of the executive director of the corporation,â€�Agavane said.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PUNE
12,Media report blamed for farmers' suicide,"MANGALORE: The farmers'' suicide in the state was termed as ''political suicides'' by the head of the Department of Psychiatry in Kasturba Medical College Dr V K Bhat, on Wednesday.

He alleged that it was committed to get compensation from the government. Speaking on the subject ''Role of Medical Profession in Suicide Prevention'', on the occasion of the first World Suicide Prevention Day, at Sushrutha Hall of KMC Hospital, Dr Bhat also lambasted the media for ''over reporting'' such cases of suicides, which made many more farmers get into the ''suicide mode''.

He said the compensation amount may be the reason behind such suicides. Dr Bhat added that in 2000, an estimated 815,000 people committed suicide around the world, representing one death every 40 seconds. If this continued, by the year 2020, nearly 1.5 million people would be dying of suicide alone, he added.

He also said the KMC was planning to open a Suicide Prevention unit at the hospital soon. Dr Bhat said that since a number of mental disorders are significantly associated with suicide, the early identification and appropriate treatment of the condition is the key to prevention.

Interventions based on the principle of correctness and easy access and availability of help such as Tele-Check, has provided encouraging results, he pointed out.

Restricting access to the means like pesticides, herbicides and poisonous drugs are equally significant in preventing suicides, he said adding that the potential impact of media on suicide rates suggest that the tone and language used. It also highlighted how the graphics encourage imitation suicides.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",MANGALORE
13,Punjab offers incentives to industrial units,"CHANDIGARH: The empowered committee for the mega projects on Thursday approved a special package of incentives for setting up of industrial units in Punjab involving a capital investment of Rs 1330 crore and generating a direct and indirect employment potential of 5000 and 15000 respectively.

Giving the details of the meeting, Punjab Chief Minister Amarinder Singh said the major players would be the Trident Group of Industries (Rs 830 crores) and Khanna Paper Mill, Amritsar (Rs 500 crore). The Trident Group would set up a terry towel project and a paper mill at Barnala while Khanna Group of Industries would undertake expansion of its existing unit of Khanna Paper Mills, Amritsar and raising its existing capacity of production from 300 TPD to 1000 TPD.

The concessions granted to the industry included the exemption from the electricity duty, octroi and purchase tax for 5 years. He said that the modalities for the concession of purchase tax would be finalised later on.

The CM also announced to grant concessions to the Nahar Group of Industries for their industrial estate being set up at Lalru on the pattern of SIEL, Rajpura. M/S Godrej Group of Industries had also been granted concession with regard to the deferment of the sales tax for the period for which they could not avail the concession earlier.

Amarinder Singh assured the industrialists that the government was committed to bring industrialisation and contain the trend of flight of capital from the state because of the liberal package given to J&K, Himachal Pradesh and Uttranchal. He asserted that government would certainly come to the rescue of the industrialists to ensure they do not close their industrial units due to the apathetic attitude of the Government of India.

The members of the empowered committee had a detailed interaction with the industrialists and assured them to address their problems in a time bound manner.

The empowered committee comprises senior cabinet ministers and bureaucrats heading the departments related with the industry in the state.



FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",CHANDIGARH
