,title,text,location
0,Deranged youth arrested for murder,"PUNE: The Nigdi police on Tuesday arrested a mentally deranged youth accused of murdering a teenager in Nigdi on Saturday.

It may be recalled that, 15-year-old Sonali Bhandare, resident of Ota Scheme, who worked as a maid servant in Pradhikaran was stabbed in the stomach by a youth riding a M-80 moped. Sonali later succumbed to her injuries.

Addressing a press conference on Tuesday, commissioner of police Ranjit Singh Sharma said that, ""after Sonali''s death, around 15 women from the area came forward and told us that they had similar experiences. Some of them had been pricked with keys while others had been pricked with some sharp weapon but they had not reported the incidents for fear of negative publicity"".

He further said, ""One of the women targeted by the accused, Babasaheb Sabale (25), resident of Wakad, had noted down the number of his vehicle, which she handed over to the police. It was through this lead that the police traced the registration of the vehicle and found out the name and address of the accused. The police then went to the address given by RTO authorities but Sabale had moved to some other area"".

The Nigdi police then searched the voters list of the Pimpri-Chinchwad area and found Sabale''s new address and arrested him.

Deputy Commissioner of Police (DCP-Zone III) Naval Bajaj who was also present at the press conference said, ""after we arrested Sabale, we consulted some psychiatrists who spoke with Sable and concluded that he is the victim of the Impulse Control Disorder"".

Bajaj added, ""During the interrogation, Sable told us that as he was getting into regular arguments with his wife, he had started hating women and had started hurting them with keys or the hacksaw blade for the past six months"".

Explaining Sabale''s method, Bajaj said, ""all the attacks took place on his route to work and whenever he spotted lonely women, he used to prick them either with a key or hacksaw blade. However, he never intended to kill them"".

Replying to a question Bajaj said, ""Sonali died because she had been injured on some vital artery or vein. She was lying on the road for 45 minutes before she was rushed to the hospital and she was very thin"".

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PUNE
1,Coercive measures run counter to population policy,"NEW DELHI: In their eagerness to control the countryâ€™s growing numbers, several states are preparing to use coercive population control methods in complete violation of the national policy.

""People who are at the helm of affairs are in too much of a hurry and want to show early results,"" say experts, who are worried about the negative impact of such an approach. Not only will it be a violation of human rights but may also increase female foeticide, they say.

At least five states â€” Andhra Pradesh, Rajasthan, Uttar Pradesh, Madhya Pradesh and Maharashtra â€” have already prepared policies that propose various disincentives, which include denial of free rations and education to the third child.

Andhra Pradesh, for instance, is considering limiting educational concession for the first two children only. Maharashtra has proposed denial of food rations and free education to the third child and Madhya Pradesh proposes to penalise those adults who were married early. Rajasthan, while urging government employees to encourage the two-child norm, has decided to give them ""certificates of excellence"" for ""outstanding achievements"".

While earlier attempts of state governments were limited to checking the family size of legislators, the new measures target panchayats and people right down to the village. ""Even the rights of the third child are not being recognised,"" says public health specialist Imraana Qadeer.

Experts, who disagree with this approach, say policy needs to address womenâ€™s need for better health. The target-centric approach that the government had adopted earlier not only failed miserably but also worked to the detriment of other basic health services. Demographer Ashish Bose says the emphasis on numbers will be counter-productive to any population policy. ""Politically as well, it will boomerang,"" he adds.

The issues, which really influence population growth rates, such as womenâ€™s education, work participation, son preference, need to be targeted so as to change social norms, instead of fixing demographic targets, which do not work.

Documents with the Planning Commission show how coercive methods do not work, says Qadeer. It is also known that the government has not been able to provide sufficient services. Not only does the approach contradict the national population policy but also the programme of action adopted at the international population conference in Cairo, which stated that informed individuals can act responsibly in the light of their own needs.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
2,Role of NGOs in panchayat polls debated,"HAZARIBAG: A workshop on the role of NGOs in Jharkhand panchayat elections and information dissemination was organised by Nav Bharat Jagriti Kendra at its coordination office here on Saturday.

The inaugural speech was given by Girija Satish, executive director, Nav Bharat Jagriti Kendra, who, after the welcome speech elaborated on the objectives of the workshop. He stated that the main objective of the workshop was to enable and motivate NGO representatives to gain essential knowledge of the various aspects of panchayati raj and try to replicate the same in their operational areas by taking examples from the panchayat elections that have already taken place in other states.

He also elaborated on the contributions made by Nav Bharat Jagriti Kendra and Lok Samities in educating the people about the panchayati elections and hoped that women would take an active part in the elections which, he said, would be a milestone in making Gandhiji''s dream of ""Gram Swarajya"" a reality.

The workshop was inaugurated by Jharkhand minister of agriculture Dev Dayal Kushwaha by lighting the lamp and garlanding the portrait of Loknayak Jayaprakash Narayan. Praising the organisers for the workshop, he stated that these workshops also play a vital role in motivating the representatives of the people and hoped that the next panchayat elections in Jharkhand would take place in the coming months of September-October.

Elaborating on the role of NGOs in the panchayat elections, which, he said, was also related to the overall development of the people, he stated that the elections could be a success only if the common masses wholeheartedly participated in it.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",HAZARIBAG
3,Zila parishad polls interest few,"PATIALA: Except Congress and Shiromani Akali Dal (Badal), all the other major political parties in the state have shown little or no interest in the Block Samitis and Zila Parishad elections in district Patiala.

For example, for the 21 seats of the Zila Parishad, BJP, CPI, CPI (M), Nationalist Congress Party and Bahujan Samaj Party have not even fielded even a single candidate while Shiromani Akali Dal (Mann) has fielded only one candidate. Interestingly, Shiromani Akali Dal (Badal),which is the only major opponent party in the election, could not field its candidates at five seats and these seats have been bagged by the Congress party without any contest. At present 47 candidates, including 14 Independents, one SAD (Mann), 16 SAD (Badal) and 16 candidates of the Congress party are in the field to contest the 16 remaining seats.

For the Block Samiti elections, in Patiala, Bhunerhri, Sanaur, Ghanaur, Dera Bassi, Samana and Nabha blocks, BJP, CPI, CPI (M), Nationalist Congress Party, BSP, and Shiromani Akali Dal (Mann) have fielded no candidate while Rajpura block is the only block where the BJP has fielded its only one candidate and in Patran block, Shiromani Alaki Dal (Mann) has fielded two candidates.

In Rajpura block, even the Congress failed to field its candidates at three seats. Out of the total 24 seats of this block, one has been bagged unopposed by the Congress party while for the remaining 23 seats the Congress has fielded its 20 candidates, SAD (Badal) 18 and BJP has fielded one candidate. Besides, 27 Independent candidates are also in the field.

Out of 18 seats of the Patiala Block Samiti, Congress is contesting on remaining 16 seats and SAD (Badal) on 17 seats. For all the 16 seats of Bhunarheri block, Congress is contesting on 10 seats and SAD (Badal) on 7 seats. For 16 seats of Sanaur block, Congress is contesting on 10 seats and SAD (Badal) on 9 seats. For 19 seats of the Ghanaur Block, Congress is contesting on 16 seats and SAD (Badal) on 15 seats. For the 20 seats of the Dera Bassi block, Congress is contesting on 18 seats and SAD (Badal) on 20 seats.

In Samana Congress is contesting on 16 seats and SAD (Badal) on 9 seats; in Patran block Congress and SAD (Badal) have fielded their candidates on 13 seats and SAD (Mann) is contesting at seats. For 25 seats of Nabha Block Samiti, Congress is contesting on 19 and SAD (Badal) is contesting on 13 seats.

Official records state 122 independent candidates are also contesting for the nine block samitis.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",PATIALA
4,Punjab govt sets up divestment cell,"CHANDIGARH: The Punjab government has decided to create a separate Directorate of Disinvestment to expedite disinvestment and for the effective and time-bound implementation of the recommendation of the Disinvestment Commission.

The Bureau of Public Enterprises would be wound up.

Stating this here on Tuesday, a spokesman of the Punjab government said that the state cabinet, in its meeting, has also decided to adopt the fast track method of disinvestment in some of the selected state public undertakings for timely, optimum realisation of their value. The cabinet has directed that the final recommendations of the Disinvestment Commission, as and when received, should be processed and placed before it for action. The government proposes to enact an overarching law covering various aspects of infrastructure development in its bid to provide a transparent and legal framework for various players in the infrastructure development and to provide continuity and consistency in its policies.

The government also proposes to constitute a Punjab Infrastructure Authority to regulate and adjudicate upon various issues.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",CHANDIGARH
5,Single municipal law proposed,"HYDERABAD: The state government will shortly bring a comprehensive act to replace the A P Municipal Corporations Act and Hyderabad Municipal Corporation Act, 1955, for better administration of civic bodies.

Following the recommendations of several IAS officers at the recently held meeting at the Institute of Administration, the government has decided to replace the acts with a uniform law. Accordingly, a group of officers have been appointed to study and update their provisions.

According to a senior Municipal Corporation of Hyderabad (MCH) official, the procedures in the HMC act are cumbersome and there was confusion over several issues such as powers and role of elected representatives and officials. Relating the convoluted nature of the HMC actâ€™s provisions, the official said: â€œA resolution passed by the Standing Committee and later by the council has to be placed again at the next council meeting for confirmation. It is taking a lot of time.

Once the resolution is passed, it should be final.â€� According to the MCH (Regulation of the proceedings and conduct of business of the Corporation and the Standing Committee) bylaws, 1966, after the resolution is passed, it has to be placed again at the next meeting for confirmation.

â€œEvery time, the minutes of the last meeting has to be confirmed as per the existing rules,â€� an official said. Andhra Pradesh is the only state that has two acts for civic bodies, while a single act is in force in other states. Besides recommendations from officials, the elected representatives have demanded amendments to the HMC Act. After the elections to the Municipal Corporation of Hyderabad were held, there was also a debate over powers of the mayor, deputy mayor and corporators.

But the HMC Act is silent with regard to delegation of powers and role of elected representatives and officials. Consequently, officers and corporators have been accusing each other of trying to â€˜dominateâ€™ by taking advantage of the HMC Act.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",HYDERABAD
6,"Police, CPM clash at village meeting","VIJAYAWADA: As many as 13 activists of the Communist Party of India (Marxist), including the party Vijayawada secretary Ch Babu Rao, were seriously injured in a brutal lathi charge by the police at Payakapuram in Vijayawada on Tuesday during the Janmabhoomi programme.

The police lathi charge was on people protesting hike in water tariff. Babu Rao was later arrested along with CPM city committee members Donepudi Kasinath, Vishnuvardhan and Sambi Reddy.

No charges were, however, framed against them till late in the evening. Police alleged that the CPM women activists hurled stones at the Armed Reserve Police vehicle and tried to deflate the tyres when the police sought to escort the Janmabhoomi nodal officer Rajagopala Naidu to safety.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",VIJAYAWADA
7,Police chase lawyers,"VIJAYAWADA: The city police made a mockery of themselves on Tuesday in attempting to arrest a lawyer.

There was high drama both inside and outside the civil courts complex in the city on Tuesday afternoon as a large contingent of police descended on the scene to arrest a lawyer for allegedly assaulting a police head constable attached to the armed reserve. The police party waited anxiously for the lawyer to come out of the Bezawada Bar Association Hall so that he could be arrested without any fuss.

But that did not happen. In the meanwhile, BBA secretary Jayakar and three other lawyers got into a car and tried to leave the court premises. Suspecting that the wanted lawyer could be in the car, the police gave a chase in true filmy style. The Krishna Lanka sub-inspector of police A Pallapu Raju dragged down a scooterist, seized the vehicle and gave a hot chase even as his colleagues followed suit in four jeeps.

The chase ended at Veedhiraju Meda centre near Kothavantena on the Karl Marx Road when the police could successfully stop the car. However, to their utter dismay, they found that the wanted lawyer was not in the vehicle. The police could not realise that it was a clever ploy by the lawyers to divert the police attention and save their colleague.

The lawyers plan worked out well as the police were grossly foxed by the Bar Association secretary. Seizing the opportunity, the BBA members surrendered the P Saibabu before the fifth metropolitan magistrate.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",VIJAYAWADA
8,"PWG, govt work out details for talks","HYDERABAD: Emissaries of Peoples War Group, the most militant of the CPI-ML groups, would sit for the first time with the Andhra Pradesh government to work out the finer details for actual round of talks to be held later.

While the extremist outfit fielded singer Gadar and writer Varavara Rao, both sympathisers of the movement, the state has opted for former CBI director K Vijayarama Rao and T Sitaram (both ministers) to negotiate with the PWG nominees.

The legislation of Pota, which threatens to break PWG''s carefully nurtured structure of sympathisers, drummer boys and many vociferous forums besides growing surrenders, defections increased vigilance and cynicism among a section that ""time is not ripe for our line of revolution in such a large democracy like India"" may be some of the reasons which weighed in favour of talks for the PWG, observers feel.

On the government side, PWG''s recent change in strategy which aimed at attacking economic roots and blasting factories of politicians, besides the perceived threat restricting the movement of elected representatives and police, loss of leader from all political parties and the resolve to usher in peace were the main factors guiding the state to agree for talks with the dreaded extremist outfit.

The two decade long conflict has claimed about 5,000 lives besides damage to property worth crores.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",HYDERABAD
9,New power tariff policy in 3 months: Prabhu,"NEW DELHI: Close on the heels of initiating reforms in the distribution sector, the government on Wednesday announced that a new power tariff policy would be put in place in the next three months.

""The draft policy is ready after consulting all stake holders, especially the states. We have sent the policy for comments to an independent organisation,"" Power Minister Suresh Prabhu said on the sidelines of a power seminar organised by Independent Power Producers Association (IPPAI).

Prabhu, however, refused to name the independent research organisation which would be reviewing the draft policy.

This has been done to ensure that interests of all stakeholders were taken into consideration.

Based on this policy, all the power regulators in the states would be fixing the tariffs, the minister said, adding in the absence of a broad policy, there would be multiple tariffs in various states.

Central Electricity Regulatory Commission (CERC) had earlier announced new availability-based tariff norms, which have been implemented by various power generation companies and states.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",NEW DELHI
