,title,text,location
0,'80s saw communal politics at its peak',"patna: the 80s in the last century was the most dangerous in terms of communal politics, witnessing numerous riots and heinous massacres, in which thousands of people died across the country, noted social scientist ashgar ali engineer has said. he was speaking at a workshop on the issue social values and communal challenges at the an sinha institute of social studies (ansis) here. the two-day workshop, organised jointly by the centre for study of society and socialism, mumbai and the ansis, concluded on tuesday. he said that advani's rath yatra in 1991 proved to be a bl-oody yatra, as this triggered off several riots in the country. the mumbai riot, surat riot and the bhagalpur riots were the worst. engineer said that the gender discourse in the 80s had become communal discourse even as the hindutva protagonists criticised the muslim law allowing muslim men to marry four times while the muslim leaders criticised the hindu males for dowry killings. the debate on common civil code had been reduced to communal debate due to the communal slang used by the people seeking enactment of this code, he added. he said that the worst sufferers of communal riots were the women. he suggested a composite culture in the country. he said that journalism should be such as to unite the hearts of the people and not to break it. he stressed on mai-ntaining neutrality in journalism. role of women and teachers in creating thoughts to containing communalism was stressed by dipti pandey, dr shaheda hasan, sister benedicta and urmila prasad. benedicta stressed on creating regeneration ideas with positive note. stressing on intrinsic values of women, she said that they should be considered as coordinate and not subordinate in the social system. she prescribed creation of bharat dharmrajya that should be a world of love, unity, self sacrifice and peace. the workshop was conducted by the convener of patna unit of csss and editor of talash, meera dutta, and a professor of ansis, manohar lal. the participants debated on the write ups of meera dutta and and ramchandra rahi on the topic communalism and economic development. speaking on the topic communalism and the role of the press s narayan stressed on dedication of the pressmen to journalism. the scribe, ali anwar, said that the media people should be careful while writing news to the point that it carried a positive message and not negative message. the doctor and social activist, dr shaheda hasan, stressed on establishing non-religious political identity of the parties.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",patna
1,No govt returned our lands: Gadar revolutionaries,"jalandhar:was our partici-pation in the revolution, raising our voice against the british regime and years spent in exile worth it, wonders baba bhagat singh bilga, the oldest living gad-darite. then, the indian government did not even care to get back our lands and properties attached by the british rulers. our families were left homeless. even the suc-cessive governments in punjab did nothing. for the gaddar revolu-tionaries, who came back to their villages after spending their youth behind bars, began another strug-gle, of begging the government of-ficials to return their land and property, he added. they were criminals under british law, but freedom fighters under the indian rule. even the successive punjab governments paid only lip service and made promises to get their properties re-turned. it's election time again, and time for another round of promis-es that were never fulfilled, says baba bilga. the baba recalls the life of baba harnam singh of kalasanghian village whose property was auc-tioned by the british government, and how he struggled to get it back in his lifetime and failed. his grandson surinder singh, recalls the election promises of leaders like partap singh kairon and even parkash singh badal in his first stint in power. even when inder kumar gujral got elected from the jalandhar parliamentary seat, he had promised that the land and property of baba harnam singh would be returned as he had made sacrifices for the country's free-dom. however, like the others, he too forgot about it. you can imag-ine how it must have felt for his family to see their house being auctioned along with their trea-sured objects, says surinder singh. what do i do with an award. our lands have not been returned to us. ask the president if the gov-ernment would return our land and property, baba harnam singh is said to have told the man who had accompanied him to the stage where then president vv giri was awarding tamar pattars to stalwarts engaged in the free-dom struggle. no, that can be tak-en up later, the man replied. this was the brief dialogue surinder singh recalls that his grandfather had on the stage while waiting to be honoured with a tamar patar in 1972. once kairon had assured him a pension hike of rs 150, which the baba refused to forget. land is the most precious thing for a jat. he had already paid a heavy price for his revolutionary acts, said surinder singh. and what were the objects of love that were auctioned by the british government officials along with 17 acres of land and the house in kalasanghian village, which now falls in kapurthala village under an akali minister at present? when i came back from argentina after collecting money to build this deshbhagat yaadgar hall, i decid-ed to call over the great gaddarite to inaugurate it. but, our messen-ger found that he had died that very day, recalls baba bilga.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",jalandhar
2,No proposal to put off polls: Badal,"chandigarh:there is no pro-posal to postpone the vidhan sab-ha elections in the three border dis-tricts of punjab in view of the heightened tension on the border with pakistan. chief minister parkash singh badal said, on tuesday, he was hopeful that the situation would normalise by the time elections are held. however, if the crisis on the border persisted, the situation could be reviewed by the election commission, he said. badal said he did not see any possibility of rapprochement with gurcharan singh tohra because of the the latter's ''stubborn'' attitude. the chief minister, however, sought to dismiss the idea that the panthic morcha could harm electoral prospects of the sad-bjp alliance. he saw no justification in pre-senting himself before akal takht, as demanded by tohra, because he was not a ''criminal''. he said the second list of candidates would be announced on wednesday, he said, and his party was holding talks with the bsp on seat-sharing.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",chandigarh
3,All that refugees want from govt is food,"patti: what do parents who have fled the border villages fearing a conflict with pakistan want? food for their starving children. the dis-placed residents who are currently lodged in a private refugee camp here are ready to work for any amount. these migrants, who say that the state government has left them high and dry in their hour of need, have set their mind on teaching the government a lesson, the opportu-nity for which they will get when they cast their votes. all hues of humanity, 457 refugees and 285 children dressed in rags are spending night after night in the bitter cold in the langar hall of sanyas ashram hari har, commonly known as rohee wala shivala, nearly 48 kilometres from here. the paddy straw is their bed and a thin blanket their only cover-ing. one wall of the hall has tem-porarily been covered with tents to keep the cold winter air out. temple chief mahant anandgiri, told the times of india, here, on tuesday, ''we will be removing the banner put up by the administra-tion stating this is a district admin-istration relief camp. only a med-ical van visits the camp once in three days.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",patti
4,SC issues notice to two challenging terror law,"new delhi: the supreme court on tuesday issued notice to two persons who challenged the constitutional validity of the unamended prevention of terrorism ordinance in the andhra pradesh and kerala high courts. the centre said that the two petitions raised identical questions and should be transferred to the apex court. a writ petition was filed against the earlier ordinance in the ap high court by andhra pradesh cpi(m) secretary b v raghavulu and in kerala by dalit federation treasurer k v karunakaran. the two high courts had issued notices to the centre. as both the petitions before the high courts raised a common question of law relating to the constitutional validity of the poto, the centre's counsel and petitioner p parmeswaran said it was in the interest of justice that both the cases were transferred to the supreme court as the matter ''is sensitive and relates to national security''. a bench headed by chief justice s p bharucha issued notices to the centre, which informed the court that though the poto was promulgated on october 24, it had lapsed and was repromulgated on december 31 last year with some amendments.the ordinance was modified by the cabinet to make the legislation remain in force for a period of three years instead of the earlier provision of five years. among other modifications carried in the second ordinance was the dropping of a provision, objected to by the media, under which a journalist was required to divulge to the police any information he knows or believes could be of material assistance in preventing the commission of a terrorist act.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",new delhi
5,Satara museum suffers from govt negligence,"satara: cobwebs, mildewed walls, worn out carpets, shabby wallpapers and foul smell could be just a few words to describe the shri chhatrapati shivaji maharaj museum in satara managed by the state department of archaeology and museums.constructed with the aim to revive and reveal the varied culture and lifestyle of the 17th and 18th centuries, the museum was inaugurated in 1970 by the then union home minister y. b. chavan in the presence of chhatrapati sumitraraje bhosale.sprawling across a 44,000 sq ft built-up area, the museum is a perfect example of government negligence. divided in two sections, it has four main galleries for weapons, inscriptions, paintings and textile.assistant curator bhaskar madhav mehendale, who has been associated with the museum since its inception, says the collection of old articles began in the 60's. ``in fact, this is the only museum housing chhatrapati shivaji maharaj's takth (throne) from raigad,'' he claims.the weapons gallery has nearly 385 arms. the picture gallery has around 246 pictures, including glass paintings, miniature paintings, wall paintings and transparencies from the 17th and 18th centuries. likewise, the textile gallery has around 231 intricately carved zari works. some of them embedded in pure gold and silver. however, reality showcases a contrast picture altogether. the once majestic throne of shivaji, which witnessed many a battles and arrays, lies in dust today. worse is the fate of the 17th century wall paintings such as the `sri krishna jambuvanti' whose crevices are carelessly filled with industrial cement. ``we preserve the artifacts with an insecticide, naphthalene balls and suntha (dry ginger),'' says mehendale. the monthly expenditure on the museum maintenance is not more than rs 5,000, including electricity and phone bills. till date, the museum has never had a brochure or booklet. besides this, there is no guide or gallery assistant in the museum. mehendale says, ``the gallery assistant's post has been vacant for more than two months. currently, there are only 10 employees in the museum. monthly expenditure on the staff payment is around rs 36,000, while the yearly collection of the entry fee is a meagre rs 35,000''.in march last year, the archaeology department proposed a rs 1.88 crore project to move the museum to a new place in hajeri mal, satara.the proposed museum building, on a four acre plot of land, would have a built-up area of 3,435.33 sq mt it would have 10 new galleries, a library, conference hall, separate gallery of forts and a huge landscape garden. ``however, nothing has gone beyond pen and paper,'' laments mehendale.according to mehendale, in august last year, district guardian minister ajit pawar had sent a reminder to finance minister jayant patil, requesting rs 76.40 lakh for the construction work of the first phase of the museum building project. but so far, there has been no reply from his office.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",satara
6,Haryana govt to set up Lok Adalats,"chandigarh: lok adalats will soon be set up in haryana government departments and public sector undertakings to decide such cases wherein no legal bar to their settlement by way of negotiations or consent exists. a decision to this effect was tak-en at a meeting presided over by executive chairman of the haryana legal services authority justice vk bali and attended by heads of various departments and corporations, here, on monday. state advocate general surya kant was also present at the meeting. while there was a consensus over the setting up of departmen-tal lok adalats, justice bali said that the modalities of these adalats would be worked out by member-secretary of the authority rs virk after examining the na-ture and number of pending cases in various departments. justice bali pointed out that de-partmental lok adalats would consist of a sitting or retired judicial officer and another member nominated by state legal services authority. besides, cases to be re-ferred to these adalats would have the consent of both the parties and each department would identify such cases which may be referred to the adalats for resolution of dis-putes. justice bali said it had been ob-served that 65 to 70 per cent of cas-es that had piled up in various courts were of such nature that these could be resolved through negotiations. although service rules had been framed meticulously, yet there had been lot of pension or gratuity-re-lated litigation, observed justice bali adding that the cases concern-ing transfers, promotions and ir-regular appointments could also be settled amicably in these lok adalats. he was confident that de-partmental lok adalats would prove a boon for litigants as these would help in quick redressal of their grievances. he, however, made it clear that cases related to seniority of service, where a compromise could not be reached, would not be taken up in departmental lok adalats and would be settled by the regular court of law. while assuring all help of the state legal services authority to departments in the smooth func-tioning of these lok adalats, jus-tice bali said the adalats would function under the act. justice bali said that a judge of the high court he had been ob-serving that administrative delays in passing appropriate orders at the relevant stage had led to large-scale litigation involving the government. a majority of these cases related to release of incre-ment or medical reimbursement of employees.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",chandigarh
7,"Tinaikar report won't affect polls: Sena, BJP","mumbai: the shiv sena and the bharatiya janata party are not worried about the implications of the s.s. tinaikar committee report on the prospects of their candidates in the civic elections next month.the tinaikar committee was appointed by the congress-led democratic front government to probe the alleged financial irregularities and corruption in the sena-bjp-led brihanmumbai municipal corporation (bmc) last august.sena-bjp leaders claim mr tinaikar has always been biased against the saffron alliance. however, tinaikar, in his report, has blamed all political parties in the bmc for the financial mismanagement.mumbai regional congress committee president murli deora said the findings of the tinaikar committee would be one of the issues that his party would raise to damn the saffron alliance in the bmc. ``we will use the report as a poll plank. the sena-bjp alliance has virtually bankrupted the corporation during the past five years,'' deora said. ``corruption during its reign, which has been exposed by the tinaikar report, reached dizzying heights.''sena-bjp leaders alleged that the government's move to appoint the tinaikar committee was ``politically motivated'' and an attempt to defame the saffron alliance with an eye on the civic elections.``the tinaikar report has become completely irrelevant for us. it will have no impact on our chances in the elections,'' said sena spokesperson subhash desai.according to him, when the democratic front government appointed this committee, the financial situation in the corporation had already improved to a large extent.``last year, the bmc curtailed its deficit from rs 645 crore to rs 245 crore. the government should have set up a probe in 1999 when the situation was really bad. by appointing this committee just a few months before the elections, the government has proved that its intentions were not noble,'' desai said.the sena spokesperson said that there was already divisions within the congress about whether to have an alliance with the nationalist congress party. ``for us, this report has no relevance whatsoever,'' he said.bjp city president vinod tawde said that the tinaikar committee report had boomeranged on the congress. ``the government tried to dissolve the bmc house on the basis of this report, but had to beat a hasty retreat after the high court reinstated the nagpur corporation, where the bjp is in a majority,'' he said.according to him, the congress tried to misuse the tinaikar committee report for political gains and claimed that the government's dubious intentions were clearly exposed. but tawde admitted that the probe had exposed the failure of the bmc's systems.meanwhile, minister for civil supplies naseem khan on monday criticised the samajwadi party for dividing secular votes with its unwillingness to join hands with the congress in the elections.``talks between the two parties on the number of seats to be shared were already on. but the samajwadi party leadership, on its own, announced a list of 49 candidates. it seems they are not interested in fighting communal forces,'' he told this newspaper. however, sp spokesperson majeed memon said his party had made a reasonable offer to the congress regarding the number of seats. but the congress was in no mood to concede the demand, he said.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",mumbai
8,DPC relocates critical equipment,"mumbai: the dabhol power company (dpc) has relocated some critical equipment from its power plant, which is lying idle at guhagar, to a more secure location. the equipment was earlier located at its 1,780-acre site near this megalopolis.the dpc has been continuously in the eye of a storm following the adverse publicity received by it on account of the high electricity charges.commenting on the relocating, a dpc official said, ``as an additional safety measure to prevent possible tampering or damage, certain plant components are being stored in a secure location, since vandalism and pilferage are common at the 2,184 mw plant site.''the dpc sent a missive to the industrial development bank of india (idbi) on thursday, the dpc managing director k wade cline said the company management had not destroyed any original documents or records. however, it had occasionally eliminated duplicates ``in order to minimise storage space.'' he said the company's counsel who was interceding for the dpc in international arbitration in london is in possession of the original documents and records. mr cline's letter was in response to a ``serious'' query from the idbi which in turn was based on an anonymous letter recevied by the financial institution alleging that a certain dpc employee had removed the critical `e-chips' and various code compact discs of the usd three billion power plant. ``the dpc communicated to the idbi that it is not a dead asset and phase-i of the project could be operated upon taking preparatory steps,'' the dpc spokesperson jimmy mogal said. it is common knowledge that due to lack of funds, the dpc reduced its staff, including security, to a mere skeleton of 80 personnel, he added.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",mumbai
9,"MIM is a business, not party: TDP","hyderabad: the telugu desam party (tdp) has described the majlis-e-ittehadul muslimeen (mim) as a ""group of business establishments controlled by one family"" which uses its political clout for survival. addressing a gathering at gul--zar houz on tuesday, tourism minister t srinivas yadav said the mim had never been a political party in a true sense of the term. since its formation, it has only exploited the sentiments of the muslim community, he said. yadav said that though mim president sultan salahuddin owaisi has been representing old city for the last several decades, the region has seen no development. ""his sons asaduddin and akbaruddin too have been mlas from the old city for the last several years, but they have failed to even list out the problems being faced by the residents. they are more interested in their individual growth than the welfare of the common man,"" yadav said. the minister alleged that the mim managed to win elections in the old city primarily due to rigging."" this time we will make elaborate arrangements to prevent rigging in the old city.we will depute local women as polling agents in the voting booths to detect impersonation and other irregularities,"" he said.yadav also asked the voters to help the authorities in ensuring free and fair polls. the tdp's mayoral candidate teegala krishna reddy said the tdp government would construct a satellite township in the old city if voted to power. he said the tdpbjp combine has been receiving an overwhelming response from the people during the campaign and it would win the mayor's post besides winning a majority of the wards. tdp general secretary s m lal jan basha, former minister c krishna yadav, urdu academy chairman syed quadri, and others took part in 'padyatras' in ghansi bazar, mamajumla,chelapura, bandiatta, mitti-ka-sher, moti begum masjid and charkaman localities.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",hyderabad
