,title,text,location
0,Airtel to connect Raid-de-Himalaya rally,"chandigarh: airtel, the bharti enterprises-owned mobile cellular service provider, has been chosen to partner the raid-de-himalaya 2001, the weeklong annual trans himalayan motor expedition. airtel will help the organisers of the rally remain connected within himachal pradesh as the rally moves through the difficult terrain testing the endurance of both the drivers and their machines. the expedition is being organised by himalayan motorsport association. airtel will be extending mobile communication facility to the expedition with its ready mobile phone card — ''magic'' — for better coordination and control of the event. magic is india's largest selling ready mobile phone card and has been a key driver of cellular penetration in the country. the expedition will be flagged off on saturday and will run from shimla to kargil and back covering a distance of approximately 3000 km. over 30 cars and as many motorcycles are expected to participate in the expedition. which will offer everything from rough mountainous roads to barren desert.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",chandigarh
1,Chauhan to launch party in Nov,"jalandhar:invoking the golden period in sikh history, jagjit singh chauhan, protagonist of a ""new khalistan"" through democratic means, declared on friday that a new party, khalsa raj party, would be formally launched on november 17 at jalandhar. ""if banda bahadur could raise an army of over 40,000 in just two and a half year's time to establish the khalsa raj in 1710 after the martyrdom of guru gobind singh, why can't we have the courage to dream and re-establish the same kingdom now. our dream is to have a punjab free of corruption, of communalism, poverty and joblessness. if, according to estimates,punjabis are sending back remittances worth 2000 million pounds why can't this potential be tapped to lay the foundation of a khalsa raj."" chauhan said the ""present constitution, as it is, has failed us. it is full of lofty words but hollow as far as effectiveness is concerned.the uk has an unwritten constitution and the american is a 10-page document that allows for greater freedom to member states. ours was altered and hijacked by jawaharlal nehru after the real constitution makers had formed it.we want a changed constitution.we also want to re-organise the state of punjab. we want included in it all those areas in haryana, rajasthan and himachal that were originally part of punjab.'' he went on to say that ""punjabis were given to believe that a loose federal structure would take shape and punjab would be free to rule in the north. but nothing of the sort happened. instead territory was snatched from us even though it was all punjabi-speaking.we want to re-organise the power structure. we shall accept nothing short of a sovereign state."" asked what means would be adopted by his party to achieve this new state, chauhan said: ""democratic means would be adopted.'' asked if his new party would participate in the coming elections, he said: ""we would certainly support a candidate if we feel he is deserving and honest.we have no intentions to participate actively.we have nothing in common with the panthic morcha of gurcharan singh tohra and simranjit singh mann. though mann is an honourable man, the panthic morcha too, like all other parties, wants to grab power.they are not going to change the system."" talking about parkash singh badal, chauhan said "" he has disappointed us.what use are these long flowing beards and turbans if amritdharis, which akalis claim to be, are indulging in corruption. even a chaprasi's post is sold for rs 3 lakh.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",jalandhar
2,Cabinet finalises transparency law,"new delhi: as the city government enforces its much-touted right to information act this week, any official document or record that concerns the life of an ordinary delhiite will be made public. for instance, a resident fed up with the broken, sunken roads in his locality can go to the agency concerned and check the expenses incurred on maintaining the road. the information will be made public within a month by the department concerned on payment of rs 50. for business-related information like tender notices a fee of rs 500 will be levied by the department concerned. on friday, the cabinet finalised the rules for enforcement of the new law. officials said in another 10 days, when lt governor vijai kapoor's consent is sought, the law would be fully enforced. however, for official records, the act has already come into effect from october 2. the right to information act puts all city government records under public scrutiny. while the civic bodies are under the purview of the act, the delhi development authority and the delhi police, which are governed by the centre, remain outside its purview. the new act will give a citizen the right to seek any information that does not amount to unwarranted invasion of personal privacy, is not a trade or commercial secret, is not protected by law or constitutes a breach of privilege of parliament or the delhi vidhan sabha. also, cabinet papers, minutes of official meetings taken by the lt governor will not be made public. categorically stating that the right to information includes inspection of works, documents, records, taking notes and extracts and obtaining certified copies of documents or records, or taking samples of material, the act makes it mandatory for government departments to voluntarily part with all information. officials claim that it will give citizens the right to question all aspects of governance and policy decisions. for instance, if a contractor is not awarded a tender, he can ask the department concerned for an explanation. similarly, if a resident of delhi is denied a ration card or the promotion of an official is overdue, he will be within his rights to ask for justification. a delay in providing information will be liable to a fine of rs 50 for each day beyond the one-month deadline provided for in the act. the agency concerned would have to pay the fine to the applicant. if the information given by the government agency is found to be incorrect, it will be liable to a penalty of rs 1,000 per application. also, a citizen has the right to appeal to the public grievance commission. the government also plans to put an electronic system in place for imparting information on the internet.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",new delhi
3,Rabri govt’s stability hinges on Laloo’s presence at hand,"patna: the bravado shown by rjd chief laloo prasad yadav notwithstanding, the decision of the apex court has come as a major blow to him in terms of wider political ramifications, specially for the reason that nda leaders, till recently, had been working overtime to topple the rabri devi government. the supreme court's decision means that 36 cases will be heard in jharkhand. laloo prasad yadav will not enjoy the same facilities as he enjoys here. however, i do not favour politicisation of the cases. the judiciary must ensure speedy, but, at the same time, fair trial, said senior lawyer shyama prasad mukherjee. in bihar, the state government has failed to set up more cbi courts for speedy trial of the fodder scam cases. in jharkhand, the state government has already set up seven courts for speedy trial, including one in dumka. while the report regarding apex court order spread like wild fire, the question being asked was: when will laloo go to jail? although the apex court has not delivered its verdict on this, everybody knows it is just a matter of time, remarked an rjd minister. ever since the cbi moved to seek clearance from the governor in the fodder case number rc-47 a, laloo has been crying foul. they are threatening to lock me up in a jharkhand jail and keep me without a mobile phone. this government (rabri government) will survive without a mobile phone, he stressed before mediapersons, while senior rjd mp raghuvansh prasad singh alleged a conspiracy to eliminate laloo in jharkhand. the fear of rjd leaders hinges on the fact that running the rabri government may become difficult if laloo is deprived of the phone facility. during laloo's last four stays in a patna jail, ministers and seior bureaucrats would rush to him. lalooji is the chief of the party and we are justified in going to jail to seek his advice, said his close confidant and parliamentary affairs minister ram chandra purbey. during his previous tenure in jail, laloo had actually intervened to end autorickshaw-pullers' strike in patna, insiders say. now, laloo in a jharkhand jail means that day-to-day monitoring of the rabri government by the rjd chief would become impossible. for, rabri devi, despite being in power for over four years, remains essentially a housewife and has shown no inclination towards governance. she, recently, told a tv channel that she wished to quit and look after her children. the rjd rank and file appeared worried that laloo will have to spend more time in jharkhand. the court may exempt him from personal appearance since he is a prominent politician and has to give his appearance in so many cases, said a hopeful rjd minister. accordingly, laloo's absence is likely to effect politics more than the administration of the government because his trusted official mukund prasad is state's chief secretary. now, laloo will have to spend more than half his time in jharkhand, appearing before various courts in different cases, said an rjd mla. however, it would be very difficult for the state government to justify the use of the state-owned plane and chopper for laloo to make his appearance in jharkhand courts. with laloo more engaged in legal wrangles his grip over the party is likely to weaken, remarked an rjd mla. in may, his friend-turned-foe ranjan yadav had openly threatened to engineer defection of 39 mlas from the rjd if laloo went to jail. a supreme court order staying the non-bailable warrant issued by the ranchi cbi court foiled the game. even in the present situation, chances of ranjan being able to carry out the threat are remote, but the anxiety in the rjd has returned. once again, the nda will raise questions about the stability of the rabri devi government in the absence of laloo. (dipaktoi@indiatimes.com)

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",patna
4,Bihar bandh evokes mixed response,"patna: during the nda-sponsored bihar bandh on friday, shops, business establishments and private schools remained closed in patna, while there was partial vehicular movement on the roads. movement of three trains remained affected at jhajha, jamui and warisaliganj stations in the danapur division of eastern railway due to squatting of bandh-supporters on railway tracks for a few hours. no damage was done to the railway property, according to a railway press release.barring a few incidents of lathicharge at bhagalpur, siwan and begusarai, as alleged by nda leaders here, the bandh was peaceful. ig (administration) c lima imchen said the police did not resort to any firing or lathicharge at any place, but nda leaders alleged that the police resorted to lathicharge at dak bunglow crossing here on women activists. imchen added that attempts were made to block the movements of trains and create road blockades at some places.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",patna
5,Poll panel asks govt to transfer officers,"patna: prior to receiving any instruction from the state government to hold municipal corporation, municipality and notified area committee elections, the state election commission (sec) has directed the government to transfer two divisional commissioners, eight dms, three sdos and about a dozen administrative officers with immediate effect. the officers whose transfer has been sought by the sec include the commissioners of munger and bhagalpur divisions, m a ibrahim and u k nanda respectively, the dms of bhojpur, east champaran, gopalganj, nalanda, nawada, purnia, rohtas and sheikhpura, sudhir kumar, hira lal, s m raju, chanchal kumar, sheonandan ram, arun kumar singh, m w anjum and parmanand rai respectively, the sdos of biraul, udakishunganj and simri bakhtiarpur and the sdpo of simri bakhtiarpur and benipur. in a letter sent recently to chief secretary mukund prasad, sec secretary suman kumar said these officers were found to be partial or biased, inactive and indulging in or promoting illegal acts during the panchayat elections and hence the sec is of the view that free and fair municipal elections are not possible till they are not kept away from election-related work. they should be transferred to such posts which have nothing to do with the municipal elections even if they are kept in the same districts, the letter added. according to the tentative programme announced by state election commissioner m l majumdar at a press conference here on september 21, the sec is to hold elections to municipal corporations, municipalities and notified area committees on march 19 and complete the election process by march 25. he had made it clear that in view of their conducts during the recent panchayat polls, transfer of some dms was essential in order to ensure free and fair municipal elections and that unless his request for transfer of these dms was conceded before filing of nomination papers, he would not hold municipal elections in the districts concerned. he had threatened to keep municipal elections in these districts pending till their dms were removed from the election-related work. when contacted, majumdar admitted on friday that he has sent such a letter to the state government. he told times news network that he still holds the same view with regard to transfer of the divisional commissioners, dms and other officers as he had stated at his september 21 press conference.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",patna
6,Making a sound investment in TVs,"bangalore: after a decent run with matrix, the premium flat colour television (ctv) range, bpl ltd is turning its attention to its flagship sub-brand for the conventional colour picture tube market, studio line. starting with the india-south africa one-day international cricket telecast on espn on october 5, the company is launching a rs 7-crore, 8-week tv advertising campaign for studio line, a range that was launched in july this year. anand narasimha, bpl's head of corporate brand management, told the times of india that the company intended to give some high intensity support to the range. ``the initial response to studio line from the market has been overwhelming. this festival season, we'll have an ad blitz focussed on it,'' he said. studio line is a range of tvs that delivers 1,000 watts pmpo, a level of sound which bpl says has not been given on any tv anywhere in the world. it also comes with the company's proprietary quadra point focus picture technology. the range comes in 21'', 25'', 29'' and 34'' and is priced between rs 18,000 and rs 45,000. while the print ads so far had focussed on the tvs' sound capacity (the next highest is onida ky thunder with 650 watts), the tv campaign will emphasise more generally the quality of sound and picture. ``1000 watts is a good tactical ploy, but it cannot be an enduring proposition for a tv because somebody else may some day come out with a higher sound level tv,'' narasimha said. the fresh thrust from bpl comes at a time when ctv sales have taken a knock and advertising spends have dropped markedly. after a dull 2000 and an equally dull beginning this year, sales had seen a pickup in july and august. but september is once again believed to have witnessed a sharp slowdown. ``in this dull and highly competitive market, protecting marketshare is itself an important objective. we are already selling 10,000 units of studio line a month and we want to take that to 15,000 units a month,'' narasimha said.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",bangalore
7,PU Syndicate elections: Many stalwarts join fray,"patna: the forthcoming elections to the patna university syndicate have evoked keen interest amongst the faculty members. over two dozen teachers, including some stalwarts, have joined the fray under different categories. the elections are scheduled for october 13. prominent among those who are contesting the elections for four seats include secretary of the federation of university service teachers' associations of bihar (fustab) a k p yadav, president and general secretary of the patna university teachers' association (puta) ramesh chandra sinha and amar nath singh, respectively, former president of puta bakshi vidyanand sinha, kriteshwar prasad of the geology department, prabhakar jha of the labour and social welfare department, prashant dutta and bharti s kumar of the history department, p n bhagat and s s tulsiyan of patna college and girija kumari of the patna women's college (under the category of professors and readers). under the lecturers' category, the contestants include anil kumar, b n tiwary, javed hayat, ramesh kumar and pradeep kumar. phulena razak of bihar college of engineering has been elected unopposed under the sc\st category. under the non-teaching category, the contestants include jitendra sahay, d k isser, surendra gopal, rajniti prasad and rajeshwar prasad sinha. mahabir das has been elected unopposed under the sc\st category.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",patna
8,Marandi govt for consensus on amending tenancy laws,"jamshedpur: the bubulal marandi regime appears treading cautiously on amending the chotanagpur and the santhal pargana tenancy act and the government is keen on building a consensus on the contentious issue. state industry minister p n singh recently hosted an all-party meeting on the issue that can snowball into a major controversy. both the acts were framed during the colonial rule to ensure adivasis' rights on the land. many political and voluntary groups have voiced their opposition to any bid to dilute the two tenancy laws. legal protection for tribal land, they say, was imperative as the survival of the adivasi population still depends on their land. but, the industry minister argues, the stringent provisions of the tenancy rules may have to be amended to boost industrial growth in the state. we ought to build roads and railway network, if we want industrial development. there has to be land for constructing all this. the political parties agree that land must be available for industrial purpose, singh claims. at the dumka meeting, almost all leaders were of the view that industrial development was essential, he added.the government, however, would first frame a rehabilitation policy before amending the tenancy laws. we are conscious about the fact that industrialisation has contributed to land alienation among the adivasi. the rehabilitation will be worked out for the benefit of the displaced people. but, first there has to be consensus on amending the tenancy laws. the minister said steps have been initiated to set up land banks for industrial purpose in all the districts. the deputy commissioners have to be directed to submit the details of government lands in their districts. the land banks would be registered under the society act. the government also has relaxed the procedure for land clearance for the mining lease. the industry department would now recommend for lease for captive mines. asked about the renewal of tata steel's land lease in jamshedpur, singh said a three-member committee headed by industry director a k singh has been set up to ascertain the actual land requirement of the company.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",jamshedpur
9,FIR against PS on minister's complaint,"lucknow: the state vigilance department, on the complaint of the minister for minor irrigation ram asrey paswan, has lodged an fir with the hazratganj police in which the minister's personal secretary mn sinha has been charged with embezzlement of rs 21 lakh. according to reports, the minister had submitted a complaint with the vigilance department stating that his ps mn sinha had fraudulently transferred rs 21 lakh between 1997 and 1999 from the bank account of the minister. the money had been allocated to the minister under various sanctions from the state government. the vigilance department, after an initial inquiry , found the charges levelled against sinha prima-facie true and finally lodged the fir with the hazratganj police late on friday night.

FOLLOW US ON SOCIAL MEDIA Facebook Twitter Instagram",lucknow
